NW_006803924.1	17429815	963	0.968847	0.0311526
NW_006803925.1	16010500	808	0.980198	0.019802
NW_006803926.1	15122350	841	0.956599	0.0434007
NW_006803927.1	14913330	805	0.950311	0.0496894
NW_006803928.1	13702985	686	0.951166	0.0488338
NW_006803929.1	12956524	601	0.963394	0.0366057
NW_006803930.1	11971544	668	0.950599	0.0494012
NW_006803935.1	11102409	453	0.941501	0.0584989
NW_006803931.1	11097759	621	0.942834	0.0571659
NW_006803932.1	10989404	634	0.960568	0.0394322
NW_006803933.1	10948230	577	0.910745	0.0892548
NW_006803937.1	10789300	516	0.958333	0.0416667
NW_006803934.1	10562902	596	0.940436	0.0595638
NW_006803936.1	10558949	547	0.991773	0.00822669
NW_006803938.1	10322312	458	0.949782	0.0502183
NW_006803942.1	10305630	472	0.979873	0.0201271
NW_006803939.1	10083227	536	0.857276	0.142724
NW_006803941.1	9862362	518	0.959459	0.0405405
NW_006803940.1	9481570	554	0.952166	0.0478339
NW_006803945.1	9212618	406	0.964286	0.0357143
NW_006803943.1	9131536	471	0.954352	0.0456476
NW_006803944.1	9016915	454	0.970264	0.0297357
NW_006803947.1	8999101	445	0.906742	0.0932584
NW_006803949.1	8923204	385	0.95974	0.0402597
NW_006803950.1	8532063	462	0.959957	0.0400433
NW_006803953.1	8517879	377	0.962865	0.0371353
NW_006803951.1	8467515	446	0.977578	0.0224215
NW_006803952.1	8426713	60	0.908333	0.0916667
NW_006803946.1	8387762	469	0.974414	0.0255864
NW_006803948.1	8382565	500	0.976	0.024
NW_006803954.1	8129069	335	0.876119	0.123881
NW_006803960.1	7987419	345	0.973913	0.026087
NW_006803955.1	7968758	387	0.978036	0.0219638
NW_006803958.1	7956577	390	0.952564	0.0474359
NW_006803956.1	7734095	388	0.936856	0.0631443
NW_006803957.1	7729394	388	0.993557	0.0064433
NW_006803971.1	7433912	260	0.951923	0.0480769
NW_006803959.1	7429010	352	0.884943	0.115057
NW_006803969.1	7231121	359	0.967967	0.0320334
NW_006803977.1	7218056	266	0.981203	0.018797
NW_006803961.1	7159678	391	0.978261	0.0217391
NW_006803966.1	7124368	355	0.935211	0.0647887
NW_006803974.1	7059049	269	0.927509	0.0724907
NW_006803970.1	7047778	334	0.901198	0.0988024
NW_006803963.1	7040576	374	0.963904	0.0360963
NW_006803962.1	7040410	421	0.946556	0.0534442
NW_006803965.1	7019203	351	0.994302	0.00569801
NW_006803964.1	6870668	395	0.824051	0.175949
NW_006803972.1	6824847	354	0.960452	0.039548
NW_006803968.1	6757098	374	0.959893	0.040107
NW_006803973.1	6747110	339	0.961652	0.0383481
NW_006803967.1	6735899	395	0.982278	0.0177215
NW_006803976.1	6642150	330	0.995455	0.00454545
NW_006803980.1	6640810	274	0.919708	0.080292
NW_006803975.1	6537636	279	0.948029	0.0519713
NW_006803979.1	6513758	298	0.872483	0.127517
NW_006803988.1	6435606	55	0.927273	0.0727273
NW_006803981.1	6410400	266	0.87594	0.12406
NW_006803985.1	6363713	344	0.96657	0.0334302
NW_006803982.1	6325068	291	0.871134	0.128866
NW_006803983.1	6281144	303	0.983498	0.0165017
NW_006803986.1	6227545	317	0.900631	0.0993691
NW_006803994.1	6225493	242	0.919421	0.0805785
NW_006803978.1	6218029	359	0.986072	0.0139276
NW_006804001.1	6201864	271	0.928044	0.0719557
NW_006803984.1	6168038	296	0.97973	0.0202703
NW_006803987.1	5950936	307	0.969055	0.0309446
NW_006804000.1	5933459	272	0.977941	0.0220588
NW_006803998.1	5921455	283	0.939929	0.0600707
NW_006803991.1	5866240	330	0.916667	0.0833333
NW_006804012.1	5828698	259	0.862934	0.137066
NW_006803992.1	5819575	269	0.94052	0.0594796
NW_006803989.1	5771992	325	0.995385	0.00461538
NW_006803993.1	5737579	289	0.979239	0.0207612
NW_006803999.1	5674860	307	0.969055	0.0309446
NW_006803990.1	5657675	334	0.994012	0.00598802
NW_006803995.1	5648626	299	0.953177	0.0468227
NW_006804009.1	5641997	298	0.981544	0.0184564
NW_006804005.1	5580821	329	0.957447	0.0425532
NW_006803996.1	5578965	291	0.982818	0.0171821
NW_006804003.1	5562966	294	0.937075	0.0629252
NW_006804002.1	5517860	245	0.944898	0.055102
NW_006804006.1	5509936	287	0.97561	0.0243902
NW_006804007.1	5482813	288	0.956597	0.0434028
NW_006804025.1	5471478	197	0.972081	0.0279188
NW_006804008.1	5444215	272	0.972426	0.0275735
NW_006804004.1	5428602	271	0.939114	0.0608856
NW_006804013.1	5404564	220	0.979545	0.0204545
NW_006804015.1	5367877	315	0.960317	0.0396825
NW_006804024.1	5287603	266	0.992481	0.0075188
NW_006804017.1	5279227	234	0.957265	0.042735
NW_006804039.1	5275028	223	1	0
NW_006804019.1	5274054	242	0.909091	0.0909091
NW_006804011.1	5170307	289	0.977509	0.0224913
NW_006804016.1	5164150	297	0.877104	0.122896
NW_006804041.1	5146105	227	0.973568	0.0264317
NW_006804022.1	5126920	230	0.923913	0.076087
NW_006804010.1	5100269	278	0.969424	0.0305755
NW_006804030.1	5094643	219	0.929224	0.0707763
NW_006804020.1	5055325	256	0.955078	0.0449219
NW_006804018.1	5040847	249	0.955823	0.0441767
NW_006804032.1	5028047	247	0.975709	0.0242915
NW_006804044.1	4977944	222	0.97973	0.0202703
NW_006804034.1	4966245	256	0.994141	0.00585938
NW_006804026.1	4964831	242	0.923554	0.0764463
NW_006804037.1	4937009	182	0.991758	0.00824176
NW_006804031.1	4887329	235	0.976596	0.0234043
NW_006804021.1	4884892	287	0.977352	0.0226481
NW_006804055.1	4873195	223	0.966368	0.0336323
NW_006804068.1	4865127	177	1	0
NW_006804027.1	4853444	231	0.980519	0.0194805
NW_006804038.1	4841617	240	1	0
NW_006804035.1	4827078	204	0.987745	0.0122549
NW_006804033.1	4795302	274	0.961679	0.0383212
NW_006804028.1	4757838	245	0.94898	0.0510204
NW_006804029.1	4740494	246	1	0
NW_006804040.1	4725648	249	0.903614	0.0963855
NW_006804042.1	4714655	246	0.969512	0.0304878
NW_006804050.1	4689754	206	0.963592	0.0364078
NW_006804036.1	4659551	236	0.963983	0.0360169
NW_006804023.1	4655850	300	0.983333	0.0166667
NW_006804054.1	4625766	207	0.876812	0.123188
NW_006804060.1	4622734	269	0.964684	0.035316
NW_006804046.1	4609931	256	1	0
NW_006804047.1	4579690	278	0.875899	0.124101
NW_006804045.1	4579337	224	0.950893	0.0491071
NW_006804058.1	4574935	238	0.92437	0.0756303
NW_006804067.1	4570646	182	0.956044	0.043956
NW_006804057.1	4568660	200	1	0
NW_006804069.1	4553495	222	0.957207	0.0427928
NW_006804051.1	4520876	263	0.956274	0.0437262
NW_006804049.1	4495082	255	0.933333	0.0666667
NW_006804066.1	4494935	244	1	0
NW_006804043.1	4493349	225	0.951111	0.0488889
NW_006804056.1	4474099	208	0.973558	0.0264423
NW_006804085.1	4452468	150	0.966667	0.0333333
NW_006804065.1	4448310	223	0.96861	0.0313901
NW_006804053.1	4430858	234	0.91453	0.0854701
NW_006804102.1	4411926	158	0.990506	0.00949367
NW_006804061.1	4410206	231	0.919913	0.0800866
NW_006804059.1	4389921	239	0.960251	0.039749
NW_006804064.1	4383229	248	0.961694	0.0383065
NW_006804075.1	4334724	232	1	0
NW_006804071.1	4324897	208	0.949519	0.0504808
NW_006804048.1	4315942	227	1	0
NW_006804078.1	4307415	199	0.959799	0.040201
NW_006804052.1	4282046	252	1	0
NW_006804080.1	4267478	193	0.909326	0.0906736
NW_006804097.1	4196717	193	0.953368	0.0466321
NW_006804131.1	4173102	129	0.984496	0.0155039
NW_006804082.1	4163646	240	0.960417	0.0395833
NW_006804079.1	4155645	268	0.951493	0.0485075
NW_006804083.1	4154498	239	0.962343	0.0376569
NW_006804063.1	4147203	191	0.968586	0.0314136
NW_006804073.1	4145987	236	0.932203	0.0677966
NW_006804074.1	4132703	227	0.962555	0.0374449
NW_006804084.1	4127105	217	0.900922	0.0990783
NW_006804089.1	4123509	203	0.975369	0.0246305
NW_006804081.1	4112470	217	0.898618	0.101382
NW_006804115.1	4106614	140	1	0
NW_006804077.1	4102096	210	0.988095	0.0119048
NW_006804103.1	4099472	157	0.914013	0.0859873
NW_006804092.1	4097414	173	0.898844	0.101156
NW_006804076.1	4092782	193	1	0
