NW_006803924.1	17429815	963	0.95379	0.0462098
NW_006803925.1	16010500	808	0.953589	0.0464109
NW_006803926.1	15122350	841	0.941141	0.0588585
NW_006803927.1	14913330	805	0.96087	0.0391304
NW_006803928.1	13702985	686	0.955539	0.0444606
NW_006803929.1	12956524	601	0.960067	0.0399334
NW_006803930.1	11971544	668	0.943862	0.0561377
NW_006803935.1	11102409	453	0.949227	0.0507726
NW_006803931.1	11097759	621	0.924316	0.0756844
NW_006803932.1	10989404	634	0.958991	0.0410095
NW_006803933.1	10948230	577	0.95234	0.0476603
NW_006803937.1	10789300	516	0.963178	0.0368217
NW_006803934.1	10562902	596	0.922819	0.0771812
NW_006803936.1	10558949	547	0.945155	0.0548446
NW_006803938.1	10322312	458	0.963974	0.0360262
NW_006803942.1	10305630	472	0.960805	0.0391949
NW_006803939.1	10083227	536	0.922575	0.0774254
NW_006803941.1	9862362	518	0.94305	0.0569498
NW_006803940.1	9481570	554	0.944946	0.0550542
NW_006803945.1	9212618	406	0.971675	0.0283251
NW_006803943.1	9131536	471	0.94586	0.0541401
NW_006803944.1	9016915	454	0.963656	0.0363436
NW_006803947.1	8999101	445	0.935955	0.0640449
NW_006803949.1	8923204	385	0.941558	0.0584416
NW_006803950.1	8532063	462	0.953463	0.0465368
NW_006803953.1	8517879	377	0.948276	0.0517241
NW_006803951.1	8467515	446	0.947309	0.0526906
NW_006803952.1	8426713	60	0.933333	0.0666667
NW_006803946.1	8387762	469	0.920043	0.0799574
NW_006803948.1	8382565	500	0.945	0.055
NW_006803954.1	8129069	335	0.929851	0.0701493
NW_006803960.1	7987419	345	0.982609	0.0173913
NW_006803955.1	7968758	387	0.968992	0.0310078
NW_006803958.1	7956577	390	0.935897	0.0641026
NW_006803956.1	7734095	388	0.940722	0.0592784
NW_006803957.1	7729394	388	0.95232	0.0476804
NW_006803971.1	7433912	260	0.963462	0.0365385
NW_006803959.1	7429010	352	0.901989	0.0980114
NW_006803969.1	7231121	359	0.951253	0.0487465
NW_006803977.1	7218056	266	0.954887	0.0451128
NW_006803961.1	7159678	391	0.969309	0.0306905
NW_006803966.1	7124368	355	0.912676	0.0873239
NW_006803974.1	7059049	269	0.966543	0.0334572
NW_006803970.1	7047778	334	0.938623	0.0613772
NW_006803963.1	7040576	374	0.965241	0.0347594
NW_006803962.1	7040410	421	0.946556	0.0534442
NW_006803965.1	7019203	351	0.951567	0.048433
NW_006803964.1	6870668	395	0.837975	0.162025
NW_006803972.1	6824847	354	0.951977	0.0480226
NW_006803968.1	6757098	374	0.959893	0.040107
NW_006803973.1	6747110	339	0.943953	0.0560472
NW_006803967.1	6735899	395	0.949367	0.0506329
NW_006803976.1	6642150	330	0.966667	0.0333333
NW_006803980.1	6640810	274	0.943431	0.0565693
NW_006803975.1	6537636	279	0.951613	0.0483871
NW_006803979.1	6513758	298	0.946309	0.0536913
NW_006803988.1	6435606	55	0.981818	0.0181818
NW_006803981.1	6410400	266	0.93985	0.0601504
NW_006803985.1	6363713	344	0.943314	0.056686
NW_006803982.1	6325068	291	0.914089	0.0859107
NW_006803983.1	6281144	303	0.991749	0.00825083
NW_006803986.1	6227545	317	0.897476	0.102524
NW_006803994.1	6225493	242	0.960744	0.0392562
NW_006803978.1	6218029	359	0.973538	0.0264624
NW_006804001.1	6201864	271	0.96679	0.0332103
NW_006803984.1	6168038	296	0.923986	0.0760135
NW_006803987.1	5950936	307	0.978827	0.0211726
NW_006804000.1	5933459	272	0.952206	0.0477941
NW_006803998.1	5921455	283	0.973498	0.0265018
NW_006803991.1	5866240	330	0.960606	0.0393939
NW_006804012.1	5828698	259	0.930502	0.0694981
NW_006803992.1	5819575	269	0.938662	0.0613383
NW_006803989.1	5771992	325	0.941538	0.0584615
NW_006803993.1	5737579	289	0.925606	0.0743945
NW_006803999.1	5674860	307	0.956026	0.0439739
NW_006803990.1	5657675	334	0.958084	0.0419162
NW_006803995.1	5648626	299	0.943144	0.0568562
NW_006804009.1	5641997	298	0.95302	0.0469799
NW_006804005.1	5580821	329	0.913374	0.0866261
