-0.000239,-0.001021,-0.048116,0.048714
0.002344,0.002430,-0.044461,0.050609
-0.001796,-0.002211,-0.046920,0.046938
0.001174,0.000494,-0.046787,0.047380
0.000531,0.000777,-0.047296,0.044794
-0.001571,-0.001026,-0.050652,0.048995
-0.000228,-0.001578,-0.047106,0.046318
-0.000141,0.001220,-0.051093,0.046007
-0.001012,-0.000260,-0.046251,0.045625
-0.000682,-0.000148,-0.048816,0.049285
0.001498,0.000049,-0.044709,0.050659
-0.000125,0.000801,-0.048922,0.048560
-0.000381,-0.000509,-0.048566,0.047914
0.002670,0.002895,-0.044336,0.049467
0.000521,0.001358,-0.049749,0.048421
0.001173,0.001301,-0.045634,0.049432
0.000429,0.000063,-0.047545,0.049484
0.000562,-0.000529,-0.047113,0.050789
0.002158,0.001830,-0.048470,0.051601
0.003186,0.001870,-0.042499,0.050677
-0.000408,-0.000311,-0.048474,0.046509
-0.000097,0.001115,-0.048429,0.046917
0.001118,0.001630,-0.047906,0.048115
-0.000737,-0.001312,-0.049825,0.047606
0.000473,0.000173,-0.047452,0.050068
0.003433,0.002751,-0.042089,0.050866
-0.000893,-0.001123,-0.047701,0.047310
0.002220,0.001064,-0.044722,0.048207
0.000476,0.001426,-0.048820,0.048836
0.003689,0.002019,-0.043793,0.053050
0.001147,0.000068,-0.049801,0.050167
0.000185,-0.000949,-0.047185,0.049013
0.000282,-0.000167,-0.046237,0.047521
0.001773,0.002297,-0.047436,0.050798
-0.000259,-0.000349,-0.048369,0.049913
0.001538,0.000727,-0.044475,0.050322
0.000563,0.000149,-0.046725,0.049427
-0.002284,-0.001379,-0.049387,0.043620
0.000741,0.000826,-0.047479,0.048255
0.001374,0.000596,-0.047641,0.048901
-0.002994,-0.003532,-0.049762,0.045704
0.000187,0.001831,-0.051381,0.050005
0.002057,0.001389,-0.043750,0.046282
-0.000430,-0.000601,-0.048155,0.048095
-0.001469,-0.001857,-0.049192,0.045899
-0.000943,-0.000211,-0.052100,0.049768
-0.003971,-0.003291,-0.053219,0.043447
-0.000059,0.000375,-0.048400,0.048419
-0.001937,-0.001634,-0.052835,0.046484
-0.000603,-0.000737,-0.048547,0.048865
-0.001104,-0.002789,-0.047641,0.050154
-0.000217,0.000416,-0.048073,0.046927
0.000102,-0.000447,-0.046957,0.049377
0.000881,0.000727,-0.043053,0.045200
0.001704,0.000977,-0.046040,0.049567
0.001420,-0.000125,-0.044720,0.051672
-0.000100,0.000057,-0.047091,0.050606
0.000806,0.000511,-0.047959,0.051327
-0.001115,-0.001887,-0.048178,0.048614
-0.002542,-0.001694,-0.052544,0.045717
0.000853,0.001101,-0.048568,0.049359
0.003700,0.003053,-0.043901,0.051543
0.002558,0.001900,-0.046956,0.051503
0.000742,0.001001,-0.046009,0.049388
-0.000818,-0.001576,-0.049149,0.049352
0.000001,-0.000958,-0.047645,0.049939
0.002164,0.000917,-0.044932,0.048917
-0.000088,0.001090,-0.050085,0.048552
-0.000237,0.000084,-0.049642,0.048525
0.000250,0.002072,-0.049046,0.047933
0.000033,-0.000056,-0.047421,0.046362
0.001714,0.001191,-0.047182,0.050938
0.001511,0.000695,-0.046046,0.048148
0.003506,0.003909,-0.045687,0.052002
0.000195,0.000793,-0.049769,0.051802
-0.000540,-0.000408,-0.049007,0.049701
-0.001759,-0.001621,-0.050754,0.047100
0.000153,-0.000395,-0.046029,0.049378
0.000201,-0.000100,-0.047564,0.048420
-0.002265,-0.001666,-0.045790,0.041626
0.002049,0.001481,-0.044481,0.050357
0.004376,0.003600,-0.039996,0.052755
-0.002080,-0.000793,-0.049856,0.046588
-0.001255,-0.001758,-0.048297,0.047563
-0.000809,-0.001162,-0.050041,0.046382
0.002874,0.001145,-0.044946,0.051948
-0.000577,0.000321,-0.049795,0.046338
0.001372,0.001660,-0.046494,0.047510
-0.000704,-0.001462,-0.047880,0.043442
0.001931,0.001646,-0.046773,0.055816
-0.000183,-0.000081,-0.048608,0.049780
0.001057,0.001013,-0.046934,0.050237
-0.000672,0.000601,-0.048408,0.047810
-0.000450,-0.000196,-0.049162,0.046534
0.001021,0.000306,-0.046832,0.049201
0.000766,0.000673,-0.042913,0.046080
-0.001358,-0.000633,-0.052676,0.047197
0.000526,-0.001453,-0.046730,0.048786
-0.002110,-0.001604,-0.047438,0.043828
0.000129,-0.000481,-0.049380,0.050028
-0.002160,-0.000447,-0.051478,0.048109
0.000658,-0.000050,-0.047889,0.051617
-0.003132,-0.002199,-0.053303,0.044943
0.001283,0.001342,-0.047480,0.049002
0.000643,0.000049,-0.047127,0.047187
-0.002415,-0.002920,-0.051076,0.046769
0.001421,0.001415,-0.046121,0.050394
-0.000060,0.000019,-0.046572,0.047076
-0.001643,-0.000804,-0.050106,0.045656
-0.000243,0.000946,-0.051740,0.047908
-0.002987,-0.002726,-0.053098,0.042956
-0.000624,-0.001689,-0.047496,0.048979
-0.002144,-0.001955,-0.051156,0.046495
0.000805,-0.000617,-0.045558,0.050045
-0.002128,-0.002610,-0.052549,0.044897
0.000384,-0.000486,-0.046377,0.049106
-0.000875,-0.001047,-0.049968,0.045541
-0.001593,-0.001148,-0.048545,0.042310
-0.001951,-0.002293,-0.050802,0.049696
-0.001411,-0.000669,-0.050135,0.046070
-0.000104,-0.000057,-0.047778,0.048353
-0.001466,-0.000645,-0.050203,0.045843
-0.001333,-0.000699,-0.049904,0.047338
0.000130,-0.000514,-0.048078,0.047590
0.000269,0.000595,-0.047189,0.047049
0.001218,0.000596,-0.045787,0.050039
-0.002944,-0.001987,-0.053223,0.046930
-0.002093,-0.000637,-0.050526,0.044932
-0.001854,0.000014,-0.050682,0.048078
0.000148,0.001492,-0.046584,0.047688
-0.000661,0.000243,-0.047664,0.047396
-0.000253,0.000426,-0.048269,0.049018
-0.000831,-0.001543,-0.045244,0.043422
0.000184,0.000090,-0.051692,0.052164
-0.002668,-0.002973,-0.049925,0.046892
-0.000483,0.000849,-0.048704,0.043743
-0.001272,-0.000381,-0.049840,0.045746
0.001073,0.001699,-0.045847,0.048503
-0.001586,-0.000629,-0.050234,0.048333
-0.001665,-0.000611,-0.051507,0.046379
0.001746,0.001784,-0.047640,0.051132
0.003548,0.002752,-0.043000,0.050697
0.001450,0.000454,-0.045229,0.047532
-0.000090,0.001185,-0.045946,0.046950
0.001789,0.000875,-0.044373,0.049594
0.000480,0.000162,-0.047462,0.047284
0.000399,-0.000669,-0.048239,0.047200
-0.000527,-0.000320,-0.050005,0.051029
0.000321,0.000862,-0.049222,0.048853
0.001236,0.001547,-0.046390,0.046248
-0.000745,0.000357,-0.050194,0.046562
-0.000286,-0.000274,-0.047435,0.048709
0.000262,0.000641,-0.051373,0.050115
0.000225,0.001831,-0.049432,0.047758
-0.000348,-0.000260,-0.047300,0.048566
-0.000895,-0.000879,-0.049628,0.047340
0.002858,0.001592,-0.045898,0.050534
-0.002431,-0.000095,-0.049083,0.046805
-0.001124,-0.001425,-0.048279,0.047891
0.000141,0.000287,-0.047634,0.046629
0.000550,0.000527,-0.046064,0.046203
0.001953,0.001900,-0.044018,0.047137
0.001699,0.001584,-0.047475,0.051542
0.001051,0.000806,-0.047618,0.049066
0.002006,0.000898,-0.045029,0.052943
-0.002870,-0.000635,-0.054719,0.042317
-0.003185,-0.001804,-0.053130,0.043879
-0.002030,-0.001332,-0.047675,0.046005
-0.000748,-0.001801,-0.047664,0.045680
-0.000292,0.000918,-0.048700,0.048196
0.001840,0.000731,-0.048563,0.052843
0.000009,0.000330,-0.049209,0.046188
-0.003280,-0.002350,-0.052838,0.045772
-0.000430,-0.000304,-0.051060,0.047490
-0.000975,0.000275,-0.051482,0.050602
-0.001229,0.000103,-0.053013,0.047963
-0.002208,-0.002224,-0.048851,0.043834
