10,11,13,15,27
10,11,13,18,32
10,11,15,18,29
10,11,15,25,27
10,11,23,27,32
10,11,23,29,32
10,11,24,29,32
10,11,27,30,32
10,13,15,23,30
10,13,15,27,32
10,13,15,29,30
10,13,18,23,30
10,13,23,24,31
10,13,23,25,31
10,13,23,27,32
10,13,23,29,30
10,13,27,29,31
10,13,27,29,32
10,15,25,27,29
10,18,23,25,32
10,18,24,25,30
10,18,27,29,31
10,18,27,30,31
10,23,24,29,30
10,23,24,30,31
10,23,25,27,31
10,23,29,30,32
10,24,27,29,32
10,24,30,31,32
11,13,23,25,31
11,13,23,27,31
11,13,24,25,30
11,13,25,27,30
11,15,18,24,31
11,15,18,27,29
11,15,18,29,31
11,15,18,31,32
11,15,23,31,32
11,15,24,27,31
11,15,25,30,31
11,18,23,24,32
11,18,23,25,30
11,23,27,29,30
11,23,29,30,31
11,24,25,27,29
13,15,18,27,29
13,15,18,27,31
13,15,24,25,32
13,15,25,29,32
13,18,24,31,32
13,23,24,25,27
13,23,25,29,32
13,24,25,30,31
13,25,27,30,32
15,18,25,27,30
15,23,24,25,32
15,23,27,29,32
18,23,24,25,31
18,24,25,27,31
18,25,30,31,32
23,24,25,27,30
23,24,29,30,31
23,27,30,31,32
24,25,27,30,32
25,27,30,31,32
6,10,13,18,23
6,10,13,18,25
6,10,13,24,32
6,10,13,25,27
6,10,13,25,29
6,10,13,27,30
6,10,13,31,32
6,10,15,18,24
6,10,15,18,27
6,10,15,18,30
6,10,15,27,29
6,10,18,23,32
6,10,23,25,32
6,10,24,25,32
6,10,24,27,32
6,10,25,27,30
6,10,29,30,31
6,11,13,18,23
6,11,13,23,31
6,11,15,18,24
6,11,15,18,32
6,11,18,27,30
6,11,24,29,32
6,13,15,18,25
6,13,15,18,27
6,13,15,23,31
6,13,15,24,30
6,13,18,30,31
6,13,24,30,31
6,15,18,23,29
6,15,18,27,31
6,15,24,27,29
6,15,24,29,32
6,15,25,30,31
6,18,23,27,29
