0.497887,0.502989,0.085414,0.900150
0.494953,0.500589,0.097486,0.890834
0.482251,0.475515,0.095850,0.883101
0.514512,0.521621,0.105638,0.911936
0.491385,0.474968,0.102819,0.890526
0.501568,0.490228,0.100315,0.897823
0.495296,0.497936,0.097632,0.898309
0.496203,0.494645,0.094424,0.899968
0.508948,0.517223,0.097622,0.907389
0.504076,0.513352,0.100427,0.902744
0.498068,0.505292,0.100466,0.890506
0.496653,0.499681,0.093864,0.898888
0.491592,0.480844,0.089788,0.895488
0.501409,0.494059,0.095170,0.905926
0.493649,0.491829,0.102622,0.898162
0.509710,0.512811,0.108310,0.898731
0.508562,0.513140,0.104208,0.895939
0.498583,0.496823,0.093968,0.899612
0.507987,0.512340,0.110065,0.908352
0.507425,0.510149,0.103225,0.914343
0.515313,0.527299,0.109606,0.905143
0.498084,0.491774,0.104716,0.902076
0.494170,0.492030,0.091443,0.903835
0.505004,0.507952,0.111057,0.903684
0.504216,0.518469,0.092060,0.902463
0.485258,0.478651,0.089792,0.897884
0.502887,0.502439,0.098853,0.899993
0.498392,0.500422,0.095992,0.906889
0.492653,0.490846,0.096520,0.900461
0.484163,0.479598,0.097672,0.882584
0.498419,0.504725,0.101109,0.901512
0.508056,0.504546,0.110758,0.897459
0.503177,0.505700,0.104798,0.903572
0.498875,0.501137,0.093789,0.894422
0.500577,0.504619,0.104600,0.894430
0.494898,0.507571,0.093071,0.889329
0.503861,0.506615,0.102925,0.889836
0.503598,0.505362,0.101774,0.904675
0.493886,0.488593,0.103310,0.881459
0.492239,0.488262,0.084289,0.895230
0.500384,0.487862,0.111699,0.901824
0.502914,0.494292,0.098310,0.913413
0.475142,0.461687,0.090505,0.894316
0.503766,0.497758,0.103445,0.903468
0.501038,0.505487,0.085937,0.901029
0.510303,0.510747,0.112821,0.910818
0.495249,0.495602,0.096541,0.894243
0.494712,0.494726,0.094229,0.887031
0.501070,0.500707,0.086215,0.906635
0.494709,0.488990,0.106871,0.892898
0.522301,0.526662,0.114009,0.905978
0.497158,0.494606,0.092873,0.913130
0.521804,0.520498,0.115594,0.912402
0.500917,0.509562,0.088818,0.910148
0.508580,0.508414,0.099397,0.906263
0.497058,0.495927,0.091283,0.895687
0.512847,0.515053,0.102545,0.910487
0.499651,0.498725,0.096071,0.900171
0.500488,0.498363,0.108101,0.901793
0.498423,0.499957,0.100673,0.902655
0.494600,0.491188,0.106913,0.884211
0.502778,0.509810,0.096035,0.902065
0.489483,0.486614,0.095148,0.906597
0.497031,0.483534,0.105552,0.894213
0.492610,0.477086,0.089974,0.906950
0.495029,0.488139,0.104478,0.897554
0.503660,0.506067,0.113223,0.891561
0.482066,0.478126,0.087206,0.890221
0.502979,0.489039,0.109701,0.909954
0.499711,0.500037,0.096491,0.895739
0.492763,0.482947,0.092705,0.891440
0.507996,0.511898,0.106174,0.902587
0.506844,0.516505,0.097603,0.899035
0.495132,0.501588,0.098467,0.881675
0.501690,0.494328,0.111772,0.900948
0.501338,0.505008,0.097260,0.905265
0.497963,0.495855,0.093359,0.899616
0.486812,0.490256,0.087940,0.886426
0.514671,0.522410,0.119091,0.913099
0.484427,0.485859,0.092509,0.885855
0.513769,0.514065,0.105862,0.914065
0.516291,0.517090,0.114620,0.908442
0.506531,0.514637,0.099495,0.906148
0.497553,0.491237,0.097127,0.905048
0.506021,0.507092,0.093695,0.911802
0.506723,0.519571,0.097420,0.911126
0.501187,0.492731,0.099875,0.901705
0.492058,0.494804,0.094650,0.892219
0.513931,0.515245,0.106872,0.901800
0.501837,0.492271,0.101004,0.888132
0.512264,0.507625,0.110109,0.896736
0.511427,0.514292,0.113122,0.909809
0.531274,0.538797,0.120977,0.925395
0.501327,0.497289,0.092673,0.902966
0.505280,0.501123,0.099379,0.895820
0.514408,0.531678,0.115585,0.905546
