scaffold,start,end,mid,sites,l_concolor,l_roumanicus,l_europaeus,S_concolor,S_roumanicus,S_europaeus,thetaPi_concolor,thetaPi_roumanicus,thetaPi_europaeus,thetaW_concolor,thetaW_roumanicus,thetaW_europaeus,TajD_concolor,TajD_roumanicus,TajD_europaeus
NW_006803924.1,750001,1500000,1198553,36,5.0,5.0,5.0,0.0,3.0,2.0,0.0,1.2889,0.8889,0.0,1.0605,0.707,nan,0.775,0.8302
NW_006803924.1,1500001,2250000,1827653,40,5.0,5.0,5.0,3.0,0.0,1.0,0.9556,0.0,0.2,1.0605,0.0,0.3535,-0.3559,nan,-1.1117
NW_006803924.1,2250001,3000000,2665802,47,7.0,7.0,7.0,0.0,2.0,2.0,0.0,0.8222,0.7333,0.0,0.707,0.707,nan,0.5259,0.1203
NW_006803924.1,3000001,3750000,3395093,34,3.0,3.0,3.0,2.0,0.0,1.0,1.0889,0.0,0.3556,0.707,0.0,0.3535,1.7429,nan,0.015
NW_006803924.1,4500001,5250000,4829176,41,5.0,5.0,5.0,0.0,1.0,2.0,0.0,0.2,0.8222,0.0,0.3535,0.707,nan,-1.1117,0.5259
NW_006803924.1,6000001,6750000,6328162,38,7.0,7.0,7.0,3.0,2.0,1.0,0.6,0.6667,0.3556,1.0605,0.707,0.3535,-1.5622,-0.1839,0.015
NW_006803924.1,6750001,7500000,7149286,39,4.0,4.0,4.0,0.0,2.0,1.0,0.0,0.6667,0.5333,0.0,0.707,0.3535,nan,-0.1839,1.3027
NW_006803924.1,8250001,9000000,8595130,35,5.0,5.0,5.0,1.0,1.0,1.0,0.3556,0.2,0.2,0.3535,0.3535,0.3535,0.015,-1.1117,-1.1117
NW_006803924.1,9000001,9750000,9405058,34,4.0,4.0,4.0,0.0,1.0,2.0,0.0,0.3556,0.4,0.0,0.3535,0.707,nan,0.015,-1.4009
NW_006803924.1,9750001,10500000,10069412,36,2.0,2.0,2.0,1.0,1.0,0.0,0.3556,0.3556,0.0,0.3535,0.3535,0.0,0.015,0.015,nan
NW_006803924.1,10500001,11250000,10952713,35,3.0,3.0,3.0,1.0,0.0,0.0,0.3556,0.0,0.0,0.3535,0.0,0.0,0.015,nan,nan
NW_006803924.1,11250001,12000000,11648457,41,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.5556,0.0,0.0,0.707,0.0,nan,-0.691,nan
