scaffold,start,end,mid,sites,l_concolor,l_roumanicus,l_europaeus,S_concolor,S_roumanicus,S_europaeus,thetaPi_concolor,thetaPi_roumanicus,thetaPi_europaeus,thetaW_concolor,thetaW_roumanicus,thetaW_europaeus,TajD_concolor,TajD_roumanicus,TajD_europaeus
NW_006803924.1,750001,1500000,1175253,34,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.1111,0.0,0.0,0.707,0.0,nan,1.8443,nan
NW_006803924.1,1500001,2250000,1848017,38,6.0,6.0,6.0,2.0,1.0,1.0,0.4,0.2,0.3556,0.707,0.3535,0.3535,-1.4009,-1.1117,0.015
NW_006803924.1,2250001,3000000,2660322,47,8.0,8.0,8.0,2.0,2.0,1.0,0.6667,0.5556,0.4667,0.707,0.707,0.3535,-0.1839,-0.691,0.8198
NW_006803924.1,3000001,3750000,3398548,35,4.0,4.0,4.0,2.0,1.0,1.0,1.0889,0.5333,0.3556,0.707,0.3535,0.3535,1.7429,1.3027,0.015
NW_006803924.1,4500001,5250000,4839812,40,4.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.8222,0.0,0.0,0.707,nan,nan,0.5259
NW_006803924.1,6000001,6750000,6335692,38,12.0,12.0,12.0,4.0,1.0,2.0,0.8,0.5556,0.7333,1.4139,0.3535,0.707,-1.6671,1.4636,0.1203
NW_006803924.1,6750001,7500000,7166139,39,5.0,5.0,5.0,0.0,1.0,2.0,0.0,0.2,1.0222,0.0,0.3535,0.707,nan,-1.1117,1.4386
NW_006803924.1,8250001,9000000,8587687,35,4.0,4.0,4.0,1.0,2.0,1.0,0.3556,0.4,0.2,0.3535,0.707,0.3535,0.015,-1.4009,-1.1117
NW_006803924.1,9000001,9750000,9410928,36,5.0,5.0,5.0,0.0,3.0,1.0,0.0,0.8667,0.2,0.0,1.0605,0.3535,nan,-0.6575,-1.1117
NW_006803924.1,9750001,10500000,10070025,34,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,0.0,nan,-1.1117,nan
NW_006803924.1,10500001,11250000,10952713,35,4.0,4.0,4.0,2.0,0.0,0.0,0.5556,0.0,0.0,0.707,0.0,0.0,-0.691,nan,nan
NW_006803924.1,11250001,12000000,11659186,42,4.0,4.0,4.0,0.0,3.0,1.0,0.0,0.7556,0.2,0.0,1.0605,0.3535,nan,-1.0345,-1.1117
NW_006803924.1,12000001,12750000,12418191,36,2.0,2.0,2.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,0.0,0.0,-1.1117,nan,nan
NW_006803924.1,12750001,13500000,13120503,35,6.0,6.0,6.0,1.0,2.0,1.0,0.3556,0.8222,0.4667,0.3535,0.707,0.3535,0.015,0.5259,0.8198
NW_006803924.1,13500001,14250000,13857769,40,5.0,5.0,5.0,1.0,1.0,1.0,0.2,0.4667,0.5556,0.3535,0.3535,0.3535,-1.1117,0.8198,1.4636
NW_006803924.1,14250001,15000000,14604598,41,3.0,3.0,3.0,1.0,0.0,2.0,0.4667,0.0,0.7111,0.3535,0.0,0.707,0.8198,nan,0.0189
NW_006803924.1,15000001,15750000,15432100,39,7.0,7.0,7.0,3.0,1.0,2.0,0.9111,0.4667,0.8889,1.0605,0.3535,0.707,-0.5067,0.8198,0.8302
NW_006803924.1,15750001,16500000,16148332,37,6.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,1.9778,0.0,0.0,1.4139,nan,nan,1.531
NW_006803924.1,16500001,17250000,16919995,39,5.0,5.0,5.0,1.0,1.0,1.0,0.2,0.3556,0.2,0.3535,0.3535,0.3535,-1.1117,0.015,-1.1117
NW_006803925.1,2250001,3000000,2608805,32,2.0,2.0,2.0,1.0,2.0,0.0,0.2,0.4,0.0,0.3535,0.707,0.0,-1.1117,-1.4009,nan
NW_006803925.1,3000001,3750000,3357645,39,7.0,7.0,7.0,2.0,1.0,2.0,0.4,0.5556,0.5556,0.707,0.3535,0.707,-1.4009,1.4636,-0.691
NW_006803925.1,3750001,4500000,4113795,30,6.0,6.0,6.0,3.0,1.0,1.0,1.2444,0.3556,0.2,1.0605,0.3535,0.3535,0.6242,0.015,-1.1117
NW_006803925.1,4500001,5250000,4858667,32,6.0,6.0,6.0,2.0,2.0,2.0,1.0222,0.7111,0.9111,0.707,0.707,0.707,1.4386,0.0189,0.9316
NW_006803925.1,5250001,6000000,5640231,30,6.0,6.0,6.0,3.0,1.0,2.0,0.9333,0.5333,0.5556,1.0605,0.3535,0.707,-0.4313,1.3027,-0.691
NW_006803925.1,6750001,7500000,7200901,30,5.0,5.0,5.0,2.0,1.0,1.0,0.6667,0.5556,0.3556,0.707,0.3535,0.3535,-0.1839,1.4636,0.015
NW_006803925.1,7500001,8250000,7942241,36,4.0,4.0,4.0,3.0,0.0,1.0,0.9333,0.0,0.2,1.0605,0.0,0.3535,-0.4313,nan,-1.1117
NW_006803925.1,8250001,9000000,8572057,40,4.0,4.0,4.0,3.0,2.0,0.0,0.9333,0.5556,0.0,1.0605,0.707,0.0,-0.4313,-0.691,nan
NW_006803925.1,9000001,9750000,9412262,37,5.0,5.0,5.0,2.0,0.0,0.0,0.4,0.0,0.0,0.707,0.0,0.0,-1.4009,nan,nan
NW_006803925.1,9750001,10500000,10106939,40,6.0,6.0,6.0,4.0,2.0,1.0,1.1111,0.7333,0.2,1.4139,0.707,0.3535,-0.8223,0.1203,-1.1117
NW_006803925.1,10500001,11250000,10865191,35,3.0,3.0,3.0,1.0,1.0,1.0,0.5556,0.3556,0.2,0.3535,0.3535,0.3535,1.4636,0.015,-1.1117
NW_006803925.1,12000001,12750000,12366625,39,9.0,9.0,9.0,4.0,3.0,3.0,1.6889,1.2889,0.9111,1.4139,1.0605,1.0605,0.7466,0.775,-0.5067
NW_006803925.1,12750001,13500000,13156427,35,2.0,2.0,2.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,0.0,0.0,-1.1117,nan,nan
NW_006803925.1,13500001,14250000,13916953,36,8.0,8.0,8.0,5.0,0.0,2.0,1.9333,0.0,0.6667,1.7674,0.0,0.707,0.3764,nan,-0.1839
NW_006803925.1,15000001,15750000,15383570,32,6.0,6.0,6.0,2.0,2.0,3.0,0.4,0.8889,1.6222,0.707,0.707,1.0605,-1.4009,0.8302,1.9059
NW_006803926.1,1,750000,355577,39,5.0,5.0,5.0,1.0,1.0,2.0,0.3556,0.2,1.0667,0.3535,0.3535,0.707,0.015,-1.1117,1.6415
NW_006803926.1,1500001,2250000,1901867,31,8.0,8.0,8.0,4.0,1.0,1.0,1.3778,0.4667,0.3556,1.4139,0.3535,0.3535,-0.0982,0.8198,0.015
NW_006803926.1,2250001,3000000,2583281,31,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.3556,0.0,0.3535,0.3535,0.0,-1.1117,0.015,nan
NW_006803926.1,3000001,3750000,3264398,30,4.0,4.0,4.0,0.0,2.0,0.0,0.0,0.5556,0.0,0.0,0.707,0.0,nan,-0.691,nan
