scaffold,start,end,mid,sites,l_concolor,l_roumanicus,l_europaeus,S_concolor,S_roumanicus,S_europaeus,thetaPi_concolor,thetaPi_roumanicus,thetaPi_europaeus,thetaW_concolor,thetaW_roumanicus,thetaW_europaeus,TajD_concolor,TajD_roumanicus,TajD_europaeus
NW_006803924.1,750001,1500000,1194045,37,6.0,6.0,6.0,1.0,3.0,1.0,0.2,1.2667,0.3556,0.3535,1.0605,0.3535,-1.1117,0.6996,0.015
NW_006803924.1,1500001,2250000,1825164,42,7.0,7.0,7.0,3.0,0.0,3.0,0.9556,0.0,0.9111,1.0605,0.0,1.0605,-0.3559,nan,-0.5067
NW_006803924.1,2250001,3000000,2649573,46,10.0,10.0,10.0,2.0,4.0,2.0,0.5556,1.1556,0.7556,0.707,1.4139,0.707,-0.691,-0.7016,0.2217
NW_006803924.1,3000001,3750000,3390298,35,6.0,6.0,6.0,3.0,3.0,0.0,1.4444,1.2667,0.0,1.0605,1.0605,0.0,1.3028,0.6996,nan
NW_006803924.1,4500001,5250000,4845442,44,6.0,6.0,6.0,1.0,2.0,2.0,0.3556,0.7333,0.8222,0.3535,0.707,0.707,0.015,0.1203,0.5259
NW_006803924.1,6000001,6750000,6325798,36,6.0,6.0,6.0,2.0,1.0,1.0,0.4,0.2,0.2,0.707,0.3535,0.3535,-1.4009,-1.1117,-1.1117
NW_006803924.1,6750001,7500000,7147854,40,8.0,8.0,8.0,2.0,1.0,3.0,0.4,0.3556,0.7556,0.707,0.3535,1.0605,-1.4009,0.015,-1.0345
NW_006803924.1,8250001,9000000,8592653,34,9.0,9.0,9.0,3.0,0.0,3.0,0.7556,0.0,1.0222,1.0605,0.0,1.0605,-1.0345,nan,-0.1297
NW_006803924.1,9000001,9750000,9398093,39,8.0,8.0,8.0,1.0,2.0,3.0,0.5333,0.7333,0.9333,0.3535,0.707,1.0605,1.3027,0.1203,-0.4313
NW_006803924.1,9750001,10500000,10078026,34,5.0,5.0,5.0,1.0,1.0,0.0,0.3556,0.2,0.0,0.3535,0.3535,0.0,0.015,-1.1117,nan
NW_006803924.1,10500001,11250000,10970869,33,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
NW_006803924.1,11250001,12000000,11651378,39,7.0,7.0,7.0,2.0,2.0,1.0,0.5556,0.6667,0.2,0.707,0.707,0.3535,-0.691,-0.1839,-1.1117
NW_006803924.1,12000001,12750000,12406038,35,3.0,3.0,3.0,1.0,0.0,1.0,0.5333,0.0,0.2,0.3535,0.0,0.3535,1.3027,nan,-1.1117
NW_006803924.1,12750001,13500000,13134843,33,6.0,6.0,6.0,1.0,2.0,2.0,0.3556,1.0222,1.0,0.3535,0.707,0.707,0.015,1.4386,1.3372
NW_006803924.1,13500001,14250000,13850986,38,4.0,4.0,4.0,0.0,1.0,3.0,0.0,0.5556,0.7556,0.0,0.3535,1.0605,nan,1.4636,-1.0345
NW_006803924.1,14250001,15000000,14606619,41,5.0,5.0,5.0,2.0,1.0,2.0,0.7333,0.2,0.6667,0.707,0.3535,0.707,0.1203,-1.1117,-0.1839
NW_006803924.1,15000001,15750000,15420384,39,5.0,5.0,5.0,2.0,1.0,0.0,0.5556,0.2,0.0,0.707,0.3535,0.0,-0.691,-1.1117,nan
NW_006803924.1,15750001,16500000,16126285,39,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.3556,0.0,0.0,0.3535,0.0,nan,0.015,nan
NW_006803924.1,16500001,17250000,16906897,42,9.0,9.0,9.0,4.0,0.0,2.0,1.1333,0.0,0.4,1.4139,0.0,0.707,-0.7619,nan,-1.4009
NW_006803925.1,1,750000,375221,30,4.0,4.0,4.0,1.0,1.0,0.0,0.3556,0.3556,0.0,0.3535,0.3535,0.0,0.015,0.015,nan
NW_006803925.1,2250001,3000000,2600331,32,1.0,1.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,0.0,0.0,-1.1117,nan,nan
NW_006803925.1,3000001,3750000,3357845,38,1.0,1.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,0.0,0.0,-1.1117,nan,nan
NW_006803925.1,4500001,5250000,4839090,33,3.0,3.0,3.0,1.0,0.0,0.0,0.4667,0.0,0.0,0.3535,0.0,0.0,0.8198,nan,nan
NW_006803925.1,7500001,8250000,7962844,39,6.0,6.0,6.0,2.0,2.0,2.0,0.7333,0.8222,0.7111,0.707,0.707,0.707,0.1203,0.5259,0.0189
NW_006803925.1,8250001,9000000,8565450,38,7.0,7.0,7.0,4.0,1.0,1.0,1.4222,0.5556,0.5556,1.4139,0.3535,0.3535,0.0225,1.4636,1.4636
NW_006803925.1,9000001,9750000,9407715,37,6.0,6.0,6.0,2.0,2.0,2.0,0.7333,0.4,0.6667,0.707,0.707,0.707,0.1203,-1.4009,-0.1839
NW_006803925.1,9750001,10500000,10109287,40,8.0,8.0,8.0,2.0,0.0,3.0,0.5556,0.0,0.9111,0.707,0.0,1.0605,-0.691,nan,-0.5067
NW_006803925.1,10500001,11250000,10857876,37,3.0,3.0,3.0,1.0,2.0,0.0,0.5556,1.0667,0.0,0.3535,0.707,0.0,1.4636,1.6415,nan
NW_006803925.1,11250001,12000000,11662260,30,5.0,5.0,5.0,2.0,0.0,3.0,0.6667,0.0,0.8667,0.707,0.0,1.0605,-0.1839,nan,-0.6575
NW_006803925.1,12000001,12750000,12370741,40,6.0,6.0,6.0,4.0,1.0,2.0,1.3333,0.5333,0.7111,1.4139,0.3535,0.707,-0.2189,1.3027,0.0189
NW_006803925.1,12750001,13500000,13172652,35,1.0,1.0,1.0,1.0,0.0,1.0,0.2,0.0,0.2,0.3535,0.0,0.3535,-1.1117,nan,-1.1117
NW_006803925.1,13500001,14250000,13917571,42,10.0,10.0,10.0,4.0,1.0,6.0,1.2889,0.4667,1.7778,1.4139,0.3535,2.1209,-0.3396,0.8198,-0.6693
NW_006803925.1,15000001,15750000,15400712,30,5.0,5.0,5.0,2.0,0.0,2.0,0.5556,0.0,0.8222,0.707,0.0,0.707,-0.691,nan,0.5259
NW_006803926.1,1,750000,368454,42,4.0,4.0,4.0,0.0,1.0,2.0,0.0,0.2,0.7333,0.0,0.3535,0.707,nan,-1.1117,0.1203
