scaffold,start,end,mid,sites,l_concolor,l_roumanicus,l_europaeus,S_concolor,S_roumanicus,S_europaeus,thetaPi_concolor,thetaPi_roumanicus,thetaPi_europaeus,thetaW_concolor,thetaW_roumanicus,thetaW_europaeus,TajD_concolor,TajD_roumanicus,TajD_europaeus
NW_006803924.1,750001,1500000,1193387,34,4.0,4.0,4.0,1.0,2.0,1.0,0.2,0.7333,0.4667,0.3535,0.707,0.3535,-1.1117,0.1203,0.8198
NW_006803924.1,1500001,2250000,1812398,40,5.0,5.0,5.0,1.0,0.0,3.0,0.2,0.0,0.9333,0.3535,0.0,1.0605,-1.1117,nan,-0.4313
NW_006803924.1,2250001,3000000,2648660,46,8.0,8.0,8.0,2.0,3.0,3.0,0.5556,0.9333,1.2222,0.707,1.0605,1.0605,-0.691,-0.4313,0.5488
NW_006803924.1,3000001,3750000,3401249,36,4.0,4.0,4.0,1.0,2.0,1.0,0.5333,0.5556,0.5333,0.3535,0.707,0.3535,1.3027,-0.691,1.3027
NW_006803924.1,4500001,5250000,4836351,41,6.0,6.0,6.0,2.0,1.0,3.0,0.8889,0.3556,0.9111,0.707,0.3535,1.0605,0.8302,0.015,-0.5067
NW_006803924.1,6000001,6750000,6353097,40,4.0,4.0,4.0,2.0,1.0,1.0,0.7556,0.2,0.2,0.707,0.3535,0.3535,0.2217,-1.1117,-1.1117
NW_006803924.1,6750001,7500000,7164477,37,6.0,6.0,6.0,1.0,2.0,3.0,0.2,0.8222,1.2,0.3535,0.707,1.0605,-1.1117,0.5259,0.4734
NW_006803924.1,8250001,9000000,8580433,34,9.0,9.0,9.0,3.0,1.0,2.0,0.7556,0.3556,0.7333,1.0605,0.3535,0.707,-1.0345,0.015,0.1203
NW_006803924.1,9000001,9750000,9394796,36,6.0,6.0,6.0,1.0,2.0,2.0,0.5333,0.5556,0.5556,0.3535,0.707,0.707,1.3027,-0.691,-0.691
NW_006803924.1,9750001,10500000,10068942,33,6.0,6.0,6.0,1.0,1.0,1.0,0.3556,0.2,0.5556,0.3535,0.3535,0.3535,0.015,-1.1117,1.4636
NW_006803924.1,10500001,11250000,10946948,37,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
NW_006803924.1,11250001,12000000,11667039,39,6.0,6.0,6.0,2.0,1.0,1.0,0.5556,0.4667,0.2,0.707,0.3535,0.3535,-0.691,0.8198,-1.1117
NW_006803924.1,12000001,12750000,12408398,36,3.0,3.0,3.0,1.0,0.0,1.0,0.5333,0.0,0.2,0.3535,0.0,0.3535,1.3027,nan,-1.1117
NW_006803924.1,12750001,13500000,13135545,34,7.0,7.0,7.0,1.0,3.0,2.0,0.3556,1.6444,1.0667,0.3535,1.0605,0.707,0.015,1.9813,1.6415
NW_006803924.1,13500001,14250000,13868833,40,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,nan,nan,-1.1117
NW_006803924.1,14250001,15000000,14587009,41,6.0,6.0,6.0,2.0,3.0,2.0,0.7333,1.2222,0.7333,0.707,1.0605,0.707,0.1203,0.5488,0.1203
NW_006803924.1,15000001,15750000,15424113,41,2.0,2.0,2.0,1.0,1.0,0.0,0.2,0.3556,0.0,0.3535,0.3535,0.0,-1.1117,0.015,nan
NW_006803924.1,15750001,16500000,16149664,39,4.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.8222,0.0,0.0,0.707,nan,nan,0.5259
NW_006803924.1,16500001,17250000,16915125,38,7.0,7.0,7.0,2.0,0.0,1.0,0.7333,0.0,0.2,0.707,0.0,0.3535,0.1203,nan,-1.1117
NW_006803925.1,1500001,2250000,1904080,34,5.0,5.0,5.0,2.0,0.0,0.0,0.4,0.0,0.0,0.707,0.0,0.0,-1.4009,nan,nan
NW_006803925.1,2250001,3000000,2608039,34,1.0,1.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,0.0,0.0,-1.1117,nan,nan
NW_006803925.1,3000001,3750000,3364552,38,2.0,2.0,2.0,1.0,0.0,1.0,0.2,0.0,0.2,0.3535,0.0,0.3535,-1.1117,nan,-1.1117
NW_006803925.1,3750001,4500000,4123971,30,4.0,4.0,4.0,3.0,0.0,1.0,1.4222,0.0,0.2,1.0605,0.0,0.3535,1.2274,nan,-1.1117
NW_006803925.1,4500001,5250000,4849818,33,4.0,4.0,4.0,1.0,0.0,1.0,0.4667,0.0,0.5333,0.3535,0.0,0.3535,0.8198,nan,1.3027
NW_006803925.1,5250001,6000000,5647378,32,3.0,3.0,3.0,1.0,0.0,1.0,0.2,0.0,0.2,0.3535,0.0,0.3535,-1.1117,nan,-1.1117
NW_006803925.1,6750001,7500000,7182958,30,4.0,4.0,4.0,1.0,1.0,1.0,0.4667,0.2,0.3556,0.3535,0.3535,0.3535,0.8198,-1.1117,0.015
NW_006803925.1,7500001,8250000,7943063,39,5.0,5.0,5.0,1.0,2.0,2.0,0.2,0.8222,0.5556,0.3535,0.707,0.707,-1.1117,0.5259,-0.691
NW_006803925.1,8250001,9000000,8573109,36,7.0,7.0,7.0,3.0,1.0,3.0,0.9556,0.5333,1.4222,1.0605,0.3535,1.0605,-0.3559,1.3027,1.2274
NW_006803925.1,9000001,9750000,9399359,36,5.0,5.0,5.0,2.0,1.0,3.0,0.7333,0.2,0.7556,0.707,0.3535,1.0605,0.1203,-1.1117,-1.0345
NW_006803925.1,9750001,10500000,10114712,41,6.0,6.0,6.0,1.0,0.0,2.0,0.3556,0.0,0.7333,0.3535,0.0,0.707,0.015,nan,0.1203
NW_006803925.1,10500001,11250000,10849362,36,3.0,3.0,3.0,1.0,2.0,0.0,0.5556,1.0667,0.0,0.3535,0.707,0.0,1.4636,1.6415,nan
NW_006803925.1,12000001,12750000,12374585,37,5.0,5.0,5.0,2.0,1.0,1.0,0.6667,0.2,0.5333,0.707,0.3535,0.3535,-0.1839,-1.1117,1.3027
NW_006803925.1,12750001,13500000,13136442,34,4.0,4.0,4.0,1.0,1.0,3.0,0.2,0.5333,0.9333,0.3535,0.3535,1.0605,-1.1117,1.3027,-0.4313
NW_006803925.1,13500001,14250000,13902999,39,8.0,8.0,8.0,4.0,0.0,5.0,1.5556,0.0,1.6444,1.4139,0.0,1.7674,0.3845,nan,-0.279
NW_006803925.1,15000001,15750000,15405553,33,6.0,6.0,6.0,3.0,1.0,3.0,0.7556,0.5556,1.1778,1.0605,0.3535,1.0605,-1.0345,1.4636,0.398
NW_006803926.1,1,750000,353808,43,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.7333,0.0,0.0,0.707,nan,nan,0.1203
NW_006803926.1,1500001,2250000,1906026,34,3.0,3.0,3.0,1.0,1.0,0.0,0.3556,0.3556,0.0,0.3535,0.3535,0.0,0.015,0.015,nan
NW_006803926.1,2250001,3000000,2581774,36,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.3556,0.2,0.0,0.3535,0.3535,nan,0.015,-1.1117
NW_006803926.1,3000001,3750000,3276901,30,7.0,7.0,7.0,0.0,0.0,4.0,0.0,0.0,0.9556,0.0,0.0,1.4139,nan,nan,-1.2447
NW_006803926.1,3750001,4500000,4069482,33,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.5556,0.0,0.0,0.707,nan,nan,-0.691
NW_006803926.1,4500001,5250000,4845398,38,4.0,4.0,4.0,0.0,2.0,2.0,0.0,0.8222,0.5556,0.0,0.707,0.707,nan,0.5259,-0.691
NW_006803926.1,5250001,6000000,5645084,38,5.0,5.0,5.0,3.0,0.0,1.0,0.6,0.0,0.4667,1.0605,0.0,0.3535,-1.5622,nan,0.8198
