scaffold,start,end,mid,sites,l_concolor,l_roumanicus,l_europaeus,S_concolor,S_roumanicus,S_europaeus,thetaPi_concolor,thetaPi_roumanicus,thetaPi_europaeus,thetaW_concolor,thetaW_roumanicus,thetaW_europaeus,TajD_concolor,TajD_roumanicus,TajD_europaeus
NW_006803924.1,750001,1500000,1186463,30,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.1111,0.0,0.0,0.707,0.0,nan,1.8443,nan
NW_006803924.1,1500001,2250000,1854443,37,1.0,1.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,0.0,0.0,-1.1117,nan,nan
NW_006803924.1,2250001,3000000,2663962,47,5.0,5.0,5.0,0.0,1.0,3.0,0.0,0.3556,0.9333,0.0,0.3535,1.0605,nan,0.015,-0.4313
NW_006803924.1,3000001,3750000,3399022,34,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5333,0.0,0.0,0.3535,nan,nan,1.3027
NW_006803924.1,4500001,5250000,4844688,40,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.8889,0.0,0.0,0.707,nan,nan,0.8302
NW_006803924.1,6000001,6750000,6330727,37,6.0,6.0,6.0,2.0,0.0,3.0,0.7556,0.0,0.9556,0.707,0.0,1.0605,0.2217,nan,-0.3559
NW_006803924.1,6750001,7500000,7168559,36,5.0,5.0,5.0,1.0,1.0,2.0,0.2,0.4667,1.0889,0.3535,0.3535,0.707,-1.1117,0.8198,1.7429
NW_006803924.1,8250001,9000000,8597698,35,6.0,6.0,6.0,2.0,0.0,3.0,0.4,0.0,1.4222,0.707,0.0,1.0605,-1.4009,nan,1.2274
NW_006803924.1,9000001,9750000,9415962,33,3.0,3.0,3.0,1.0,0.0,0.0,0.5333,0.0,0.0,0.3535,0.0,0.0,1.3027,nan,nan
NW_006803924.1,9750001,10500000,10064421,32,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.2,0.5556,0.0,0.3535,0.3535,nan,-1.1117,1.4636
NW_006803924.1,10500001,11250000,10965595,34,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NW_006803924.1,11250001,12000000,11666197,38,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
NW_006803924.1,12000001,12750000,12423877,35,3.0,3.0,3.0,1.0,1.0,0.0,0.2,0.5333,0.0,0.3535,0.3535,0.0,-1.1117,1.3027,nan
