scaffold,start,end,mid,sites,l_concolor,l_roumanicus,l_europaeus,S_concolor,S_roumanicus,S_europaeus,thetaPi_concolor,thetaPi_roumanicus,thetaPi_europaeus,thetaW_concolor,thetaW_roumanicus,thetaW_europaeus,TajD_concolor,TajD_roumanicus,TajD_europaeus
NW_006803924.1,750001,1500000,1191257,37,4.0,4.0,4.0,0.0,2.0,1.0,0.0,1.0667,0.3556,0.0,0.707,0.3535,nan,1.6415,0.015
NW_006803924.1,1500001,2250000,1833477,39,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
NW_006803924.1,2250001,3000000,2656006,47,6.0,6.0,6.0,1.0,1.0,3.0,0.2,0.3556,0.7556,0.3535,0.3535,1.0605,-1.1117,0.015,-1.0345
NW_006803924.1,3000001,3750000,3397047,36,2.0,2.0,2.0,1.0,0.0,1.0,0.3556,0.0,0.3556,0.3535,0.0,0.3535,0.015,nan,0.015
NW_006803924.1,4500001,5250000,4847597,42,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
NW_006803924.1,6000001,6750000,6353097,40,3.0,3.0,3.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,0.0,0.0,-1.1117,nan,nan
NW_006803924.1,6750001,7500000,7157050,37,5.0,5.0,5.0,0.0,1.0,2.0,0.0,0.5556,0.6667,0.0,0.3535,0.707,nan,1.4636,-0.1839
NW_006803924.1,8250001,9000000,8570699,33,4.0,4.0,4.0,1.0,0.0,2.0,0.2,0.0,1.0,0.3535,0.0,0.707,-1.1117,nan,1.3372
NW_006803924.1,9000001,9750000,9413517,35,3.0,3.0,3.0,1.0,1.0,0.0,0.5333,0.2,0.0,0.3535,0.3535,0.0,1.3027,-1.1117,nan
NW_006803924.1,9750001,10500000,10065252,33,2.0,2.0,2.0,1.0,0.0,0.0,0.3556,0.0,0.0,0.3535,0.0,0.0,0.015,nan,nan
NW_006803924.1,10500001,11250000,10957417,36,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NW_006803924.1,11250001,12000000,11659239,38,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.3556,0.2,0.0,0.3535,0.3535,nan,0.015,-1.1117
NW_006803924.1,12000001,12750000,12416520,33,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
NW_006803924.1,12750001,13500000,13134843,33,4.0,4.0,4.0,1.0,1.0,2.0,0.3556,0.5333,0.7111,0.3535,0.3535,0.707,0.015,1.3027,0.0189
NW_006803924.1,13500001,14250000,13872857,39,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NW_006803924.1,14250001,15000000,14616833,41,2.0,2.0,2.0,1.0,2.0,0.0,0.5333,0.8222,0.0,0.3535,0.707,0.0,1.3027,0.5259,nan
NW_006803924.1,15000001,15750000,15412911,36,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3556,0.0,0.0,0.3535,nan,nan,0.015
NW_006803924.1,15750001,16500000,16121578,40,3.0,3.0,3.0,0.0,1.0,2.0,0.0,0.2,0.5556,0.0,0.3535,0.707,nan,-1.1117,-0.691
NW_006803924.1,16500001,17250000,16918378,37,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.3556,0.0,0.0,0.3535,nan,nan,0.015
NW_006803925.1,1,750000,373167,30,2.0,2.0,2.0,1.0,0.0,0.0,0.3556,0.0,0.0,0.3535,0.0,0.0,0.015,nan,nan
NW_006803925.1,2250001,3000000,2595553,33,2.0,2.0,2.0,1.0,0.0,1.0,0.2,0.0,0.2,0.3535,0.0,0.3535,-1.1117,nan,-1.1117
