scaffold,start,end,mid,sites,l_concolor,l_roumanicus,l_europaeus,S_concolor,S_roumanicus,S_europaeus,thetaPi_concolor,thetaPi_roumanicus,thetaPi_europaeus,thetaW_concolor,thetaW_roumanicus,thetaW_europaeus,TajD_concolor,TajD_roumanicus,TajD_europaeus
NW_006803924.1,750001,1500000,1186354,34,5.0,5.0,5.0,2.0,2.0,1.0,0.4,1.0,0.3556,0.707,0.707,0.3535,-1.4009,1.3372,0.015
NW_006803924.1,1500001,2250000,1832402,36,6.0,6.0,6.0,2.0,1.0,3.0,0.4,0.2,0.7556,0.707,0.3535,1.0605,-1.4009,-1.1117,-1.0345
NW_006803924.1,2250001,3000000,2661146,49,14.0,14.0,14.0,3.0,2.0,6.0,0.8667,0.4,1.9333,1.0605,0.707,2.1209,-0.6575,-1.4009,-0.3659
NW_006803924.1,3000001,3750000,3391574,34,6.0,6.0,6.0,3.0,2.0,1.0,1.2889,0.8222,0.3556,1.0605,0.707,0.3535,0.775,0.5259,0.015
NW_006803924.1,4500001,5250000,4854808,42,2.0,2.0,2.0,1.0,0.0,0.0,0.3556,0.0,0.0,0.3535,0.0,0.0,0.015,nan,nan
NW_006803924.1,6000001,6750000,6336991,38,9.0,9.0,9.0,4.0,1.0,2.0,0.8,0.4667,0.5556,1.4139,0.3535,0.707,-1.6671,0.8198,-0.691
NW_006803924.1,6750001,7500000,7158960,39,10.0,10.0,10.0,4.0,1.0,4.0,0.8,0.2,1.2667,1.4139,0.3535,1.4139,-1.6671,-1.1117,-0.3999
NW_006803924.1,8250001,9000000,8587958,35,7.0,7.0,7.0,3.0,0.0,3.0,0.7556,0.0,1.1778,1.0605,0.0,1.0605,-1.0345,nan,0.398
NW_006803924.1,9000001,9750000,9407971,34,10.0,10.0,10.0,1.0,3.0,2.0,0.5333,0.7556,0.7556,0.3535,1.0605,0.707,1.3027,-1.0345,0.2217
NW_006803924.1,9750001,10500000,10074279,34,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.5333,0.0,0.0,0.3535,nan,nan,1.3027
NW_006803924.1,10500001,11250000,10970869,33,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
NW_006803924.1,11250001,12000000,11652116,36,4.0,4.0,4.0,1.0,2.0,1.0,0.2,0.4,0.2,0.3535,0.707,0.3535,-1.1117,-1.4009,-1.1117
NW_006803924.1,12000001,12750000,12393541,33,3.0,3.0,3.0,1.0,1.0,0.0,0.2,0.5333,0.0,0.3535,0.3535,0.0,-1.1117,1.3027,nan
NW_006803924.1,12750001,13500000,13146017,33,6.0,6.0,6.0,2.0,3.0,2.0,0.7111,1.0222,0.6667,0.707,1.0605,0.707,0.0189,-0.1297,-0.1839
NW_006803924.1,13500001,14250000,13863839,38,3.0,3.0,3.0,1.0,1.0,1.0,0.2,0.2,0.5333,0.3535,0.3535,0.3535,-1.1117,-1.1117,1.3027
NW_006803924.1,14250001,15000000,14613569,39,1.0,1.0,1.0,1.0,1.0,0.0,0.5333,0.2,0.0,0.3535,0.3535,0.0,1.3027,-1.1117,nan
NW_006803924.1,15000001,15750000,15430537,39,4.0,4.0,4.0,0.0,2.0,2.0,0.0,0.7111,0.9111,0.0,0.707,0.707,nan,0.0189,0.9316
NW_006803924.1,15750001,16500000,16145536,34,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
NW_006803924.1,16500001,17250000,16910561,40,6.0,6.0,6.0,3.0,2.0,1.0,0.9333,0.6667,0.2,1.0605,0.707,0.3535,-0.4313,-0.1839,-1.1117
NW_006803925.1,2250001,3000000,2577617,30,3.0,3.0,3.0,1.0,1.0,0.0,0.2,0.2,0.0,0.3535,0.3535,0.0,-1.1117,-1.1117,nan
NW_006803925.1,3000001,3750000,3347723,38,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.2,0.3556,0.0,0.3535,0.3535,nan,-1.1117,0.015
NW_006803925.1,4500001,5250000,4863102,33,4.0,4.0,4.0,1.0,1.0,1.0,0.4667,0.5333,0.5333,0.3535,0.3535,0.3535,0.8198,1.3027,1.3027
NW_006803925.1,7500001,8250000,7943893,37,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
NW_006803925.1,8250001,9000000,8573152,37,8.0,8.0,8.0,3.0,1.0,4.0,0.7556,0.4667,1.2222,1.0605,0.3535,1.4139,-1.0345,0.8198,-0.5206
NW_006803925.1,9000001,9750000,9412204,38,7.0,7.0,7.0,2.0,3.0,3.0,0.7333,0.6,0.7556,0.707,1.0605,1.0605,0.1203,-1.5622,-1.0345
NW_006803925.1,9750001,10500000,10105321,41,3.0,3.0,3.0,1.0,0.0,0.0,0.3556,0.0,0.0,0.3535,0.0,0.0,0.015,nan,nan
NW_006803925.1,10500001,11250000,10855447,35,4.0,4.0,4.0,1.0,2.0,1.0,0.5556,0.7333,0.3556,0.3535,0.707,0.3535,1.4636,0.1203,0.015
NW_006803925.1,11250001,12000000,11665954,30,4.0,4.0,4.0,2.0,1.0,1.0,0.6667,0.2,0.3556,0.707,0.3535,0.3535,-0.1839,-1.1117,0.015
NW_006803925.1,12000001,12750000,12371996,37,4.0,4.0,4.0,2.0,1.0,1.0,0.6667,0.5333,0.5333,0.707,0.3535,0.3535,-0.1839,1.3027,1.3027
NW_006803925.1,12750001,13500000,13148905,34,3.0,3.0,3.0,1.0,0.0,1.0,0.2,0.0,0.2,0.3535,0.0,0.3535,-1.1117,nan,-1.1117
NW_006803925.1,13500001,14250000,13921592,37,7.0,7.0,7.0,4.0,2.0,1.0,1.2222,0.8889,0.5333,1.4139,0.707,0.3535,-0.5206,0.8302,1.3027
NW_006803926.1,1,750000,356329,40,6.0,6.0,6.0,1.0,0.0,1.0,0.2,0.0,0.4667,0.3535,0.0,0.3535,-1.1117,nan,0.8198
NW_006803926.1,1500001,2250000,1895369,33,4.0,4.0,4.0,2.0,1.0,2.0,0.5556,0.3556,0.5556,0.707,0.3535,0.707,-0.691,0.015,-0.691
NW_006803926.1,2250001,3000000,2574187,32,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NW_006803926.1,3750001,4500000,4051905,33,2.0,2.0,2.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,0.0,0.0,-1.1117,nan,nan
NW_006803926.1,4500001,5250000,4850733,40,5.0,5.0,5.0,0.0,4.0,1.0,0.0,1.2222,0.2,0.0,1.4139,0.3535,nan,-0.5206,-1.1117
NW_006803926.1,5250001,6000000,5636766,36,6.0,6.0,6.0,3.0,1.0,2.0,0.6,0.2,0.8222,1.0605,0.3535,0.707,-1.5622,-1.1117,0.5259
