scaffold,start,end,mid,sites,l_concolor,l_roumanicus,l_europaeus,S_concolor,S_roumanicus,S_europaeus,thetaPi_concolor,thetaPi_roumanicus,thetaPi_europaeus,thetaW_concolor,thetaW_roumanicus,thetaW_europaeus,TajD_concolor,TajD_roumanicus,TajD_europaeus
NW_006803924.1,750001,1500000,1176695,36,4.0,4.0,4.0,0.0,1.0,2.0,0.0,0.5556,0.7111,0.0,0.3535,0.707,nan,1.4636,0.0189
NW_006803924.1,1500001,2250000,1811169,42,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.3556,0.0,0.0,0.3535,nan,nan,0.015
NW_006803924.1,2250001,3000000,2663550,48,6.0,6.0,6.0,1.0,1.0,3.0,0.3556,0.4667,1.4222,0.3535,0.3535,1.0605,0.015,0.8198,1.2274
NW_006803924.1,3000001,3750000,3394758,37,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.4667,0.5333,0.0,0.3535,0.3535,nan,0.8198,1.3027
NW_006803924.1,4500001,5250000,4833177,43,6.0,6.0,6.0,1.0,2.0,3.0,0.3556,0.7333,1.1778,0.3535,0.707,1.0605,0.015,0.1203,0.398
NW_006803924.1,6000001,6750000,6353097,40,3.0,3.0,3.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,0.0,0.0,-1.1117,nan,nan
NW_006803924.1,6750001,7500000,7150012,39,5.0,5.0,5.0,1.0,0.0,3.0,0.2,0.0,1.3556,0.3535,0.0,1.0605,-1.1117,nan,1.0012
NW_006803924.1,8250001,9000000,8585613,35,9.0,9.0,9.0,2.0,1.0,3.0,0.4,0.3556,1.1111,0.707,0.3535,1.0605,-1.4009,0.015,0.1719
NW_006803924.1,9000001,9750000,9404354,37,5.0,5.0,5.0,1.0,1.0,3.0,0.5333,0.5333,0.7556,0.3535,0.3535,1.0605,1.3027,1.3027,-1.0345
NW_006803924.1,9750001,10500000,10077063,34,4.0,4.0,4.0,1.0,1.0,1.0,0.3556,0.2,0.5333,0.3535,0.3535,0.3535,0.015,-1.1117,1.3027
NW_006803924.1,10500001,11250000,10961195,37,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,nan,nan,-1.1117
NW_006803924.1,11250001,12000000,11650432,40,5.0,5.0,5.0,2.0,0.0,1.0,0.5556,0.0,0.2,0.707,0.0,0.3535,-0.691,nan,-1.1117
NW_006803924.1,12000001,12750000,12419555,38,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,nan,nan,-1.1117
NW_006803924.1,12750001,13500000,13113294,33,4.0,4.0,4.0,0.0,2.0,1.0,0.0,0.9111,0.5333,0.0,0.707,0.3535,nan,0.9316,1.3027
NW_006803924.1,13500001,14250000,13869726,40,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5333,0.0,0.0,0.3535,nan,nan,1.3027
NW_006803924.1,14250001,15000000,14608529,41,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.3556,0.3556,0.0,0.3535,0.3535,nan,0.015,0.015
NW_006803924.1,15000001,15750000,15427807,38,4.0,4.0,4.0,3.0,0.0,1.0,1.1111,0.0,0.5333,1.0605,0.0,0.3535,0.1719,nan,1.3027
NW_006803924.1,15750001,16500000,16139933,42,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.5333,0.4667,0.0,0.3535,0.3535,nan,1.3027,0.8198
NW_006803924.1,16500001,17250000,16904524,41,8.0,8.0,8.0,3.0,1.0,2.0,0.9333,0.2,0.4,1.0605,0.3535,0.707,-0.4313,-1.1117,-1.4009
NW_006803925.1,1500001,2250000,1894504,34,3.0,3.0,3.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,0.0,0.0,-1.1117,nan,nan
NW_006803925.1,2250001,3000000,2626813,36,1.0,1.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,0.0,0.0,-1.1117,nan,nan
NW_006803925.1,3000001,3750000,3367092,39,2.0,2.0,2.0,1.0,1.0,0.0,0.2,0.4667,0.0,0.3535,0.3535,0.0,-1.1117,0.8198,nan
NW_006803925.1,3750001,4500000,4116566,32,5.0,5.0,5.0,2.0,1.0,2.0,0.8889,0.5333,0.4,0.707,0.3535,0.707,0.8302,1.3027,-1.4009
NW_006803925.1,4500001,5250000,4861819,35,3.0,3.0,3.0,1.0,0.0,1.0,0.4667,0.0,0.5333,0.3535,0.0,0.3535,0.8198,nan,1.3027
NW_006803925.1,5250001,6000000,5624981,31,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.2,0.2,0.0,0.3535,0.3535,nan,-1.1117,-1.1117
NW_006803925.1,7500001,8250000,7952044,44,4.0,4.0,4.0,2.0,1.0,1.0,0.7333,0.3556,0.2,0.707,0.3535,0.3535,0.1203,0.015,-1.1117
NW_006803925.1,8250001,9000000,8587554,40,8.0,8.0,8.0,5.0,1.0,2.0,1.6889,0.4667,0.9111,1.7674,0.3535,0.707,-0.1782,0.8198,0.9316
NW_006803925.1,9000001,9750000,9398367,35,5.0,5.0,5.0,3.0,0.0,1.0,1.0889,0.0,0.2,1.0605,0.0,0.3535,0.0965,nan,-1.1117
NW_006803925.1,9750001,10500000,10110497,41,5.0,5.0,5.0,1.0,0.0,2.0,0.3556,0.0,0.7333,0.3535,0.0,0.707,0.015,nan,0.1203
NW_006803925.1,10500001,11250000,10863380,35,3.0,3.0,3.0,1.0,2.0,0.0,0.5556,1.0,0.0,0.3535,0.707,0.0,1.4636,1.3372,nan
NW_006803925.1,12000001,12750000,12372000,38,3.0,3.0,3.0,2.0,1.0,0.0,0.6667,0.5333,0.0,0.707,0.3535,0.0,-0.1839,1.3027,nan
NW_006803925.1,12750001,13500000,13166921,36,1.0,1.0,1.0,1.0,0.0,1.0,0.2,0.0,0.2,0.3535,0.0,0.3535,-1.1117,nan,-1.1117
NW_006803925.1,13500001,14250000,13900164,41,4.0,4.0,4.0,2.0,0.0,1.0,0.7333,0.0,0.2,0.707,0.0,0.3535,0.1203,nan,-1.1117
NW_006803925.1,15000001,15750000,15403893,32,4.0,4.0,4.0,2.0,0.0,2.0,0.5556,0.0,0.8222,0.707,0.0,0.707,-0.691,nan,0.5259
NW_006803926.1,1,750000,370159,43,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,nan,nan,-1.1117
NW_006803926.1,1500001,2250000,1907373,32,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
NW_006803926.1,2250001,3000000,2574442,31,3.0,3.0,3.0,1.0,1.0,2.0,0.2,0.5333,0.4,0.3535,0.3535,0.707,-1.1117,1.3027,-1.4009
NW_006803926.1,3000001,3750000,3271263,32,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,nan,nan,-1.1117
NW_006803926.1,3750001,4500000,4057584,33,3.0,3.0,3.0,0.0,1.0,2.0,0.0,0.2,0.7111,0.0,0.3535,0.707,nan,-1.1117,0.0189
NW_006803926.1,4500001,5250000,4842239,35,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.4667,0.0,0.0,0.3535,0.0,nan,0.8198,nan
NW_006803926.1,5250001,6000000,5640098,38,4.0,4.0,4.0,2.0,0.0,2.0,0.4,0.0,0.5556,0.707,0.0,0.707,-1.4009,nan,-0.691
NW_006803926.1,6000001,6750000,6386411,52,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.4667,0.3556,0.0,0.3535,0.3535,nan,0.8198,0.015
