scaffold,start,end,mid,sites,l_concolor,l_roumanicus,l_europaeus,S_concolor,S_roumanicus,S_europaeus,thetaPi_concolor,thetaPi_roumanicus,thetaPi_europaeus,thetaW_concolor,thetaW_roumanicus,thetaW_europaeus,TajD_concolor,TajD_roumanicus,TajD_europaeus
NW_006803924.1,750001,1500000,1182770,37,4.0,4.0,4.0,0.0,1.0,2.0,0.0,0.5333,0.7111,0.0,0.3535,0.707,nan,1.3027,0.0189
NW_006803924.1,1500001,2250000,1832476,42,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.3556,0.0,0.0,0.3535,nan,nan,0.015
NW_006803924.1,2250001,3000000,2652749,48,5.0,5.0,5.0,0.0,1.0,3.0,0.0,0.5333,0.9111,0.0,0.3535,1.0605,nan,1.3027,-0.5067
NW_006803924.1,3000001,3750000,3400115,36,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.4667,0.3556,0.0,0.3535,0.3535,nan,0.8198,0.015
NW_006803924.1,4500001,5250000,4837235,43,3.0,3.0,3.0,1.0,2.0,0.0,0.3556,0.7333,0.0,0.3535,0.707,0.0,0.015,0.1203,nan
NW_006803924.1,6000001,6750000,6353097,40,3.0,3.0,3.0,1.0,0.0,1.0,0.2,0.0,0.2,0.3535,0.0,0.3535,-1.1117,nan,-1.1117
NW_006803924.1,6750001,7500000,7144415,34,5.0,5.0,5.0,1.0,0.0,3.0,0.2,0.0,0.9111,0.3535,0.0,1.0605,-1.1117,nan,-0.5067
NW_006803924.1,8250001,9000000,8578493,36,6.0,6.0,6.0,2.0,0.0,2.0,0.4,0.0,1.0222,0.707,0.0,0.707,-1.4009,nan,1.4386
NW_006803924.1,9000001,9750000,9410843,34,2.0,2.0,2.0,1.0,0.0,1.0,0.5333,0.0,0.5333,0.3535,0.0,0.3535,1.3027,nan,1.3027
NW_006803924.1,9750001,10500000,10066290,33,3.0,3.0,3.0,1.0,0.0,1.0,0.3556,0.0,0.4667,0.3535,0.0,0.3535,0.015,nan,0.8198
NW_006803924.1,10500001,11250000,10964602,37,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,nan,nan,-1.1117
NW_006803924.1,11250001,12000000,11670275,37,4.0,4.0,4.0,2.0,0.0,1.0,0.5556,0.0,0.2,0.707,0.0,0.3535,-0.691,nan,-1.1117
NW_006803924.1,12000001,12750000,12410336,39,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,nan,nan,-1.1117
