scaffold,start,end,mid,sites,l_concolor,l_roumanicus,l_europaeus,S_concolor,S_roumanicus,S_europaeus,thetaPi_concolor,thetaPi_roumanicus,thetaPi_europaeus,thetaW_concolor,thetaW_roumanicus,thetaW_europaeus,TajD_concolor,TajD_roumanicus,TajD_europaeus
NW_006803924.1,750001,1500000,1179621,30,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0222,0.0,0.0,0.707,0.0,nan,1.4386,nan
NW_006803924.1,1500001,2250000,1829232,37,6.0,6.0,6.0,2.0,1.0,2.0,0.4,0.2,1.0,0.707,0.3535,0.707,-1.4009,-1.1117,1.3372
NW_006803924.1,2250001,3000000,2669079,46,12.0,12.0,12.0,4.0,1.0,5.0,1.2222,0.2,2.2667,1.4139,0.3535,1.7674,-0.5206,-1.1117,1.1326
NW_006803924.1,3000001,3750000,3400100,35,4.0,4.0,4.0,1.0,1.0,2.0,0.5333,0.2,0.8889,0.3535,0.3535,0.707,1.3027,-1.1117,0.8302
NW_006803924.1,4500001,5250000,4852551,40,3.0,3.0,3.0,1.0,1.0,2.0,0.3556,0.4667,0.8889,0.3535,0.3535,0.707,0.015,0.8198,0.8302
NW_006803924.1,6000001,6750000,6343395,37,8.0,8.0,8.0,3.0,1.0,2.0,0.9556,0.5556,0.8889,1.0605,0.3535,0.707,-0.3559,1.4636,0.8302
NW_006803924.1,6750001,7500000,7180287,36,7.0,7.0,7.0,2.0,0.0,4.0,0.4,0.0,2.1556,0.707,0.0,1.4139,-1.4009,nan,2.0137
NW_006803924.1,8250001,9000000,8595536,37,8.0,8.0,8.0,3.0,2.0,3.0,0.7556,0.7333,0.9111,1.0605,0.707,1.0605,-1.0345,0.1203,-0.5067
NW_006803924.1,9000001,9750000,9415511,33,6.0,6.0,6.0,1.0,1.0,3.0,0.5333,0.2,0.8667,0.3535,0.3535,1.0605,1.3027,-1.1117,-0.6575
NW_006803924.1,9750001,10500000,10070606,33,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.4667,0.0,0.0,0.3535,nan,nan,0.8198
NW_006803924.1,10500001,11250000,10976348,34,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
NW_006803924.1,11250001,12000000,11675281,39,4.0,4.0,4.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,0.0,0.0,-1.1117,nan,nan
NW_006803924.1,12000001,12750000,12418191,36,3.0,3.0,3.0,1.0,1.0,0.0,0.2,0.3556,0.0,0.3535,0.3535,0.0,-1.1117,0.015,nan
NW_006803924.1,12750001,13500000,13147554,35,6.0,6.0,6.0,2.0,3.0,1.0,0.7111,0.9556,0.4667,0.707,1.0605,0.3535,0.0189,-0.3559,0.8198
NW_006803924.1,13500001,14250000,13872650,37,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.5333,0.5333,0.0,0.3535,0.3535,nan,1.3027,1.3027
NW_006803924.1,14250001,15000000,14605380,41,4.0,4.0,4.0,1.0,2.0,1.0,0.5333,0.9111,0.2,0.3535,0.707,0.3535,1.3027,0.9316,-1.1117
NW_006803924.1,15000001,15750000,15417665,38,4.0,4.0,4.0,0.0,1.0,3.0,0.0,0.2,1.3556,0.0,0.3535,1.0605,nan,-1.1117,1.0012
NW_006803924.1,15750001,16500000,16157821,36,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
