scaffold,start,end,mid,sites,l_concolor,l_roumanicus,l_europaeus,S_concolor,S_roumanicus,S_europaeus,thetaPi_concolor,thetaPi_roumanicus,thetaPi_europaeus,thetaW_concolor,thetaW_roumanicus,thetaW_europaeus,TajD_concolor,TajD_roumanicus,TajD_europaeus
NW_006803924.1,750001,1500000,1190023,35,2.0,2.0,2.0,1.0,0.0,2.0,0.2,0.0,0.7111,0.3535,0.0,0.707,-1.1117,nan,0.0189
NW_006803924.1,1500001,2250000,1832936,40,3.0,3.0,3.0,1.0,1.0,1.0,0.2,0.2,0.5333,0.3535,0.3535,0.3535,-1.1117,-1.1117,1.3027
NW_006803924.1,2250001,3000000,2664146,50,6.0,6.0,6.0,1.0,0.0,2.0,0.3556,0.0,0.7556,0.3535,0.0,0.707,0.015,nan,0.2217
NW_006803924.1,3000001,3750000,3388921,38,5.0,5.0,5.0,1.0,2.0,1.0,0.5333,0.8222,0.5333,0.3535,0.707,0.3535,1.3027,0.5259,1.3027
NW_006803924.1,4500001,5250000,4849574,42,5.0,5.0,5.0,1.0,1.0,3.0,0.3556,0.5333,1.0667,0.3535,0.3535,1.0605,0.015,1.3027,0.0211
NW_006803924.1,6000001,6750000,6352044,38,2.0,2.0,2.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,0.0,0.0,-1.1117,nan,nan
NW_006803924.1,6750001,7500000,7158242,39,5.0,5.0,5.0,1.0,1.0,2.0,0.2,0.3556,1.0222,0.3535,0.3535,0.707,-1.1117,0.015,1.4386
NW_006803924.1,8250001,9000000,8602667,36,10.0,10.0,10.0,2.0,1.0,5.0,0.4,0.4667,1.7778,0.707,0.3535,1.7674,-1.4009,0.8198,0.0235
NW_006803924.1,9000001,9750000,9401448,37,4.0,4.0,4.0,1.0,1.0,2.0,0.5333,0.3556,0.4,0.3535,0.3535,0.707,1.3027,0.015,-1.4009
NW_006803924.1,9750001,10500000,10051758,30,2.0,2.0,2.0,1.0,0.0,1.0,0.3556,0.0,0.5333,0.3535,0.0,0.3535,0.015,nan,1.3027
NW_006803924.1,10500001,11250000,10965016,35,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,nan,nan,-1.1117
NW_006803924.1,11250001,12000000,11666197,38,3.0,3.0,3.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,0.0,0.0,-1.1117,nan,nan
NW_006803924.1,12000001,12750000,12408717,36,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,nan,nan,-1.1117
NW_006803924.1,12750001,13500000,13129829,31,3.0,3.0,3.0,1.0,2.0,0.0,0.3556,0.8889,0.0,0.3535,0.707,0.0,0.015,0.8302,nan
NW_006803924.1,13500001,14250000,13877987,39,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.8667,0.0,0.0,1.0605,nan,nan,-0.6575
NW_006803924.1,14250001,15000000,14607496,40,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NW_006803924.1,15000001,15750000,15432959,37,4.0,4.0,4.0,1.0,1.0,1.0,0.3556,0.2,0.5333,0.3535,0.3535,0.3535,0.015,-1.1117,1.3027
NW_006803924.1,15750001,16500000,16148492,40,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
