scaffold,start,end,mid,sites,l_concolor,l_roumanicus,l_europaeus,S_concolor,S_roumanicus,S_europaeus,thetaPi_concolor,thetaPi_roumanicus,thetaPi_europaeus,thetaW_concolor,thetaW_roumanicus,thetaW_europaeus,TajD_concolor,TajD_roumanicus,TajD_europaeus
NW_006803924.1,750001,1500000,1172347,37,4.0,4.0,4.0,0.0,1.0,2.0,0.0,0.4667,0.7111,0.0,0.3535,0.707,nan,0.8198,0.0189
NW_006803924.1,1500001,2250000,1832476,42,5.0,5.0,5.0,2.0,0.0,2.0,0.4,0.0,0.7333,0.707,0.0,0.707,-1.4009,nan,0.1203
NW_006803924.1,2250001,3000000,2650779,48,5.0,5.0,5.0,0.0,2.0,0.0,0.0,0.5556,0.0,0.0,0.707,0.0,nan,-0.691,nan
NW_006803924.1,3000001,3750000,3386038,36,3.0,3.0,3.0,1.0,2.0,0.0,0.5333,0.6667,0.0,0.3535,0.707,0.0,1.3027,-0.1839,nan
NW_006803924.1,4500001,5250000,4844193,42,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.3556,0.0,0.0,0.3535,nan,nan,0.015
NW_006803924.1,6000001,6750000,6336879,38,7.0,7.0,7.0,3.0,1.0,1.0,0.6,0.5333,0.2,1.0605,0.3535,0.3535,-1.5622,1.3027,-1.1117
NW_006803924.1,6750001,7500000,7155342,37,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.5556,0.0,0.0,0.707,nan,nan,-0.691
NW_006803924.1,8250001,9000000,8594696,35,3.0,3.0,3.0,1.0,0.0,1.0,0.3556,0.0,0.2,0.3535,0.0,0.3535,0.015,nan,-1.1117
NW_006803924.1,9000001,9750000,9409948,35,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.4,0.0,0.0,0.707,nan,nan,-1.4009
NW_006803924.1,9750001,10500000,10050384,33,2.0,2.0,2.0,1.0,1.0,0.0,0.3556,0.4667,0.0,0.3535,0.3535,0.0,0.015,0.8198,nan
NW_006803924.1,10500001,11250000,10969085,35,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NW_006803924.1,11250001,12000000,11673496,38,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2,0.3556,0.0,0.3535,0.3535,nan,-1.1117,0.015
NW_006803924.1,12000001,12750000,12407983,40,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,nan,nan,-1.1117
