scaffold,start,end,mid,sites,l_concolor,l_roumanicus,l_europaeus,S_concolor,S_roumanicus,S_europaeus,thetaPi_concolor,thetaPi_roumanicus,thetaPi_europaeus,thetaW_concolor,thetaW_roumanicus,thetaW_europaeus,TajD_concolor,TajD_roumanicus,TajD_europaeus
NW_006803924.1,750001,1500000,1178569,36,4.0,4.0,4.0,0.0,2.0,2.0,0.0,0.7333,0.7111,0.0,0.707,0.707,nan,0.1203,0.0189
NW_006803924.1,1500001,2250000,1822140,44,2.0,2.0,2.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,0.0,0.0,-1.1117,nan,nan
NW_006803924.1,2250001,3000000,2652749,48,9.0,9.0,9.0,1.0,3.0,4.0,0.2,0.9333,1.4667,0.3535,1.0605,1.4139,-1.1117,-0.4313,0.1432
NW_006803924.1,3000001,3750000,3402402,34,6.0,6.0,6.0,1.0,2.0,2.0,0.3556,1.0222,0.7333,0.3535,0.707,0.707,0.015,1.4386,0.1203
NW_006803924.1,3750001,4500000,4127221,30,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NW_006803924.1,4500001,5250000,4840058,43,2.0,2.0,2.0,1.0,1.0,1.0,0.3556,0.5333,0.3556,0.3535,0.3535,0.3535,0.015,1.3027,0.015
NW_006803924.1,6000001,6750000,6353097,40,3.0,3.0,3.0,2.0,1.0,0.0,0.4,0.4667,0.0,0.707,0.3535,0.0,-1.4009,0.8198,nan
NW_006803924.1,6750001,7500000,7139935,38,4.0,4.0,4.0,0.0,2.0,1.0,0.0,0.7556,0.4667,0.0,0.707,0.3535,nan,0.2217,0.8198
NW_006803924.1,8250001,9000000,8571648,38,5.0,5.0,5.0,2.0,0.0,2.0,0.5556,0.0,1.0889,0.707,0.0,0.707,-0.691,nan,1.7429
NW_006803924.1,9000001,9750000,9409948,35,2.0,2.0,2.0,1.0,0.0,1.0,0.5333,0.0,0.3556,0.3535,0.0,0.3535,1.3027,nan,0.015
NW_006803924.1,9750001,10500000,10053695,32,3.0,3.0,3.0,1.0,0.0,0.0,0.3556,0.0,0.0,0.3535,0.0,0.0,0.015,nan,nan
NW_006803924.1,10500001,11250000,10957375,37,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,nan,nan,-1.1117
NW_006803924.1,11250001,12000000,11658829,39,4.0,4.0,4.0,1.0,1.0,1.0,0.2,0.2,0.2,0.3535,0.3535,0.3535,-1.1117,-1.1117,-1.1117
NW_006803924.1,12000001,12750000,12404440,38,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,nan,nan,-1.1117
NW_006803924.1,12750001,13500000,13117916,37,3.0,3.0,3.0,1.0,1.0,1.0,0.3556,0.5333,0.5333,0.3535,0.3535,0.3535,0.015,1.3027,1.3027
NW_006803924.1,13500001,14250000,13864495,40,3.0,3.0,3.0,0.0,1.0,2.0,0.0,0.4667,0.4,0.0,0.3535,0.707,nan,0.8198,-1.4009
NW_006803924.1,14250001,15000000,14574262,42,4.0,4.0,4.0,1.0,1.0,3.0,0.2,0.2,0.9333,0.3535,0.3535,1.0605,-1.1117,-1.1117,-0.4313
NW_006803924.1,15000001,15750000,15422627,41,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.2,0.5333,0.0,0.3535,0.3535,nan,-1.1117,1.3027
NW_006803924.1,15750001,16500000,16141847,41,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.4667,0.0,0.0,0.3535,nan,nan,0.8198
NW_006803924.1,16500001,17250000,16922885,39,5.0,5.0,5.0,1.0,1.0,1.0,0.5333,0.2,0.2,0.3535,0.3535,0.3535,1.3027,-1.1117,-1.1117
NW_006803925.1,1500001,2250000,1896044,33,5.0,5.0,5.0,2.0,0.0,1.0,0.4,0.0,0.2,0.707,0.0,0.3535,-1.4009,nan,-1.1117
