scaffold,start,end,mid,sites,l_concolor,l_roumanicus,l_europaeus,S_concolor,S_roumanicus,S_europaeus,thetaPi_concolor,thetaPi_roumanicus,thetaPi_europaeus,thetaW_concolor,thetaW_roumanicus,thetaW_europaeus,TajD_concolor,TajD_roumanicus,TajD_europaeus
NW_006803924.1,750001,1500000,1190012,35,4.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0889,0.0,0.0,0.707,0.0,nan,1.7429,nan
NW_006803924.1,1500001,2250000,1822486,35,7.0,7.0,7.0,1.0,2.0,2.0,0.2,0.7111,0.5556,0.3535,0.707,0.707,-1.1117,0.0189,-0.691
NW_006803924.1,2250001,3000000,2656976,48,7.0,7.0,7.0,2.0,1.0,4.0,0.4,0.3556,1.6444,0.707,0.3535,1.4139,-1.4009,0.015,0.6259
NW_006803924.1,3000001,3750000,3389913,35,3.0,3.0,3.0,1.0,1.0,1.0,0.3556,0.4667,0.3556,0.3535,0.3535,0.3535,0.015,0.8198,0.015
NW_006803924.1,4500001,5250000,4841733,40,2.0,2.0,2.0,1.0,1.0,0.0,0.3556,0.2,0.0,0.3535,0.3535,0.0,0.015,-1.1117,nan
NW_006803924.1,6000001,6750000,6336879,38,8.0,8.0,8.0,2.0,0.0,1.0,0.4,0.0,0.2,0.707,0.0,0.3535,-1.4009,nan,-1.1117
NW_006803924.1,6750001,7500000,7169762,37,8.0,8.0,8.0,2.0,0.0,4.0,0.4,0.0,1.1111,0.707,0.0,1.4139,-1.4009,nan,-0.8223
NW_006803924.1,8250001,9000000,8565143,33,4.0,4.0,4.0,2.0,0.0,2.0,0.4,0.0,1.0,0.707,0.0,0.707,-1.4009,nan,1.3372
NW_006803924.1,9000001,9750000,9410154,34,12.0,12.0,12.0,1.0,2.0,2.0,0.5333,0.4,0.7333,0.3535,0.707,0.707,1.3027,-1.4009,0.1203
NW_006803924.1,9750001,10500000,10059567,33,5.0,5.0,5.0,1.0,0.0,1.0,0.3556,0.0,0.4667,0.3535,0.0,0.3535,0.015,nan,0.8198
NW_006803924.1,10500001,11250000,10970869,33,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
NW_006803924.1,11250001,12000000,11661636,39,5.0,5.0,5.0,2.0,1.0,1.0,0.5556,0.3556,0.2,0.707,0.3535,0.3535,-0.691,0.015,-1.1117
NW_006803924.1,12000001,12750000,12417135,36,5.0,5.0,5.0,3.0,0.0,0.0,1.0889,0.0,0.0,1.0605,0.0,0.0,0.0965,nan,nan
NW_006803924.1,12750001,13500000,13132208,34,8.0,8.0,8.0,1.0,2.0,4.0,0.3556,1.0667,1.2222,0.3535,0.707,1.4139,0.015,1.6415,-0.5206
NW_006803924.1,13500001,14250000,13863812,38,3.0,3.0,3.0,1.0,1.0,1.0,0.2,0.4667,0.5333,0.3535,0.3535,0.3535,-1.1117,0.8198,1.3027
NW_006803924.1,14250001,15000000,14608726,42,5.0,5.0,5.0,1.0,1.0,3.0,0.2,0.3556,1.1778,0.3535,0.3535,1.0605,-1.1117,0.015,0.398
NW_006803924.1,15000001,15750000,15422211,40,4.0,4.0,4.0,2.0,1.0,1.0,0.5556,0.5333,0.3556,0.707,0.3535,0.3535,-0.691,1.3027,0.015
