scaffold,start,end,mid,sites,l_concolor,l_roumanicus,l_europaeus,S_concolor,S_roumanicus,S_europaeus,thetaPi_concolor,thetaPi_roumanicus,thetaPi_europaeus,thetaW_concolor,thetaW_roumanicus,thetaW_europaeus,TajD_concolor,TajD_roumanicus,TajD_europaeus
NW_006803924.1,750001,1500000,1165714,34,4.0,4.0,4.0,0.0,2.0,1.0,0.0,0.6667,0.3556,0.0,0.707,0.3535,nan,-0.1839,0.015
NW_006803924.1,1500001,2250000,1836956,38,6.0,6.0,6.0,2.0,0.0,2.0,0.4,0.0,0.7333,0.707,0.0,0.707,-1.4009,nan,0.1203
NW_006803924.1,2250001,3000000,2638393,44,9.0,9.0,9.0,3.0,2.0,0.0,0.8667,0.7333,0.0,1.0605,0.707,0.0,-0.6575,0.1203,nan
NW_006803924.1,3000001,3750000,3397873,33,5.0,5.0,5.0,3.0,1.0,0.0,1.4444,0.5333,0.0,1.0605,0.3535,0.0,1.3028,1.3027,nan
NW_006803924.1,4500001,5250000,4847054,39,4.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,nan,nan,-1.1117
NW_006803924.1,6000001,6750000,6339920,36,9.0,9.0,9.0,3.0,1.0,2.0,0.9556,0.2,0.4,1.0605,0.3535,0.707,-0.3559,-1.1117,-1.4009
NW_006803924.1,6750001,7500000,7132234,35,11.0,11.0,11.0,3.0,1.0,4.0,0.6,0.2,0.9556,1.0605,0.3535,1.4139,-1.5622,-1.1117,-1.2447
NW_006803924.1,8250001,9000000,8582226,34,8.0,8.0,8.0,3.0,0.0,3.0,0.7556,0.0,1.2,1.0605,0.0,1.0605,-1.0345,nan,0.4734
NW_006803924.1,9000001,9750000,9407229,34,10.0,10.0,10.0,1.0,4.0,0.0,0.5333,0.9556,0.0,0.3535,1.4139,0.0,1.3027,-1.2447,nan
NW_006803924.1,9750001,10500000,10075543,34,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.2,0.2,0.0,0.3535,0.3535,nan,-1.1117,-1.1117
NW_006803924.1,10500001,11250000,10967398,32,3.0,3.0,3.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,0.0,0.0,-1.1117,nan,nan
NW_006803924.1,11250001,12000000,11662571,40,3.0,3.0,3.0,0.0,2.0,1.0,0.0,0.4,0.3556,0.0,0.707,0.3535,nan,-1.4009,0.015
NW_006803924.1,12000001,12750000,12400866,33,4.0,4.0,4.0,1.0,1.0,0.0,0.2,0.5333,0.0,0.3535,0.3535,0.0,-1.1117,1.3027,nan
NW_006803924.1,12750001,13500000,13138857,35,11.0,11.0,11.0,3.0,3.0,5.0,0.9111,1.0222,1.6444,1.0605,1.0605,1.7674,-0.5067,-0.1297,-0.279
NW_006803924.1,13500001,14250000,13863606,36,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
NW_006803924.1,14250001,15000000,14604210,40,5.0,5.0,5.0,0.0,2.0,1.0,0.0,0.4,0.2,0.0,0.707,0.3535,nan,-1.4009,-1.1117
NW_006803924.1,15000001,15750000,15414957,35,6.0,6.0,6.0,2.0,0.0,2.0,0.5556,0.0,0.9111,0.707,0.0,0.707,-0.691,nan,0.9316
NW_006803924.1,15750001,16500000,16124270,36,4.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.5556,0.0,0.0,0.707,nan,nan,-0.691
NW_006803924.1,16500001,17250000,16925470,40,5.0,5.0,5.0,2.0,0.0,1.0,0.4,0.0,0.3556,0.707,0.0,0.3535,-1.4009,nan,0.015
NW_006803925.1,2250001,3000000,2599335,34,2.0,2.0,2.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3535,0.0,0.0,-1.1117,nan,nan
NW_006803925.1,3000001,3750000,3357366,37,5.0,5.0,5.0,2.0,1.0,0.0,0.4,0.5333,0.0,0.707,0.3535,0.0,-1.4009,1.3027,nan
NW_006803925.1,7500001,8250000,7976321,36,8.0,8.0,8.0,3.0,1.0,1.0,0.9333,0.2,0.3556,1.0605,0.3535,0.3535,-0.4313,-1.1117,0.015
NW_006803925.1,8250001,9000000,8562337,37,12.0,12.0,12.0,6.0,1.0,2.0,2.1333,0.3556,0.6667,2.1209,0.3535,0.707,0.0242,0.015,-0.1839
NW_006803925.1,9000001,9750000,9399359,36,6.0,6.0,6.0,1.0,0.0,2.0,0.5333,0.0,0.7556,0.3535,0.0,0.707,1.3027,nan,0.2217
NW_006803925.1,9750001,10500000,10102680,39,7.0,7.0,7.0,2.0,0.0,2.0,0.5556,0.0,0.6667,0.707,0.0,0.707,-0.691,nan,-0.1839
NW_006803925.1,10500001,11250000,10855551,35,4.0,4.0,4.0,2.0,1.0,1.0,0.7556,0.5556,0.4667,0.707,0.3535,0.3535,0.2217,1.4636,0.8198
NW_006803925.1,12000001,12750000,12372165,37,9.0,9.0,9.0,5.0,1.0,2.0,1.8889,0.2,0.7333,1.7674,0.3535,0.707,0.2756,-1.1117,0.1203
NW_006803925.1,12750001,13500000,13168627,34,3.0,3.0,3.0,1.0,0.0,1.0,0.2,0.0,0.3556,0.3535,0.0,0.3535,-1.1117,nan,0.015
NW_006803925.1,13500001,14250000,13911460,38,5.0,5.0,5.0,3.0,1.0,2.0,1.4222,0.2,0.8222,1.0605,0.3535,0.707,1.2274,-1.1117,0.5259
NW_006803926.1,1,750000,348318,35,8.0,8.0,8.0,3.0,0.0,2.0,1.1111,0.0,0.7333,1.0605,0.0,0.707,0.1719,nan,0.1203
NW_006803926.1,750001,1500000,1102431,30,5.0,5.0,5.0,1.0,0.0,1.0,0.3556,0.0,0.3556,0.3535,0.0,0.3535,0.015,nan,0.015
NW_006803926.1,1500001,2250000,1923451,31,5.0,5.0,5.0,1.0,1.0,2.0,0.2,0.5556,0.4,0.3535,0.3535,0.707,-1.1117,1.4636,-1.4009
NW_006803926.1,2250001,3000000,2576249,31,3.0,3.0,3.0,1.0,2.0,1.0,0.2,0.8889,0.2,0.3535,0.707,0.3535,-1.1117,0.8302,-1.1117
NW_006803926.1,3750001,4500000,4054746,35,4.0,4.0,4.0,1.0,1.0,2.0,0.2,0.2,1.0667,0.3535,0.3535,0.707,-1.1117,-1.1117,1.6415
NW_006803926.1,4500001,5250000,4852992,37,6.0,6.0,6.0,0.0,1.0,1.0,0.0,0.2,0.3556,0.0,0.3535,0.3535,nan,-1.1117,0.015
NW_006803926.1,5250001,6000000,5645413,35,4.0,4.0,4.0,2.0,1.0,1.0,0.4,0.2,0.3556,0.707,0.3535,0.3535,-1.4009,-1.1117,0.015
NW_006803926.1,6000001,6750000,6394688,46,8.0,8.0,8.0,3.0,1.0,3.0,1.2,0.2,1.2667,1.0605,0.3535,1.0605,0.4734,-1.1117,0.6996
NW_006803926.1,6750001,7500000,7116105,40,6.0,6.0,6.0,2.0,0.0,1.0,0.8222,0.0,0.2,0.707,0.0,0.3535,0.5259,nan,-1.1117
NW_006803926.1,8250001,9000000,8612298,37,8.0,8.0,8.0,5.0,2.0,0.0,1.3111,0.7333,0.0,1.7674,0.707,0.0,-1.0353,0.1203,nan
NW_006803926.1,9750001,10500000,10112199,43,8.0,8.0,8.0,1.0,1.0,1.0,0.2,0.3556,0.3556,0.3535,0.3535,0.3535,-1.1117,0.015,0.015
NW_006803926.1,10500001,11250000,10831687,35,7.0,7.0,7.0,3.0,1.0,0.0,1.4,0.3556,0.0,1.0605,0.3535,0.0,1.152,0.015,nan
NW_006803926.1,11250001,12000000,11559352,40,8.0,8.0,8.0,2.0,1.0,2.0,0.6667,0.3556,0.6667,0.707,0.3535,0.707,-0.1839,0.015,-0.1839
NW_006803926.1,12000001,12750000,12435043,36,6.0,6.0,6.0,2.0,3.0,2.0,0.4,1.3111,0.6667,0.707,1.0605,0.707,-1.4009,0.8504,-0.1839
NW_006803926.1,12750001,13500000,13143966,38,11.0,11.0,11.0,4.0,1.0,2.0,1.2889,0.3556,1.0222,1.4139,0.3535,0.707,-0.3396,0.015,1.4386
NW_006803927.1,1500001,2250000,1931320,33,5.0,5.0,5.0,2.0,1.0,1.0,0.7556,0.2,0.3556,0.707,0.3535,0.3535,0.2217,-1.1117,0.015
